fips,week,n_vax,n_response,p_fb,week_rank
19045,2021-04-11,38,58,0.6551724137931034,3
19045,2021-04-18,21,39,0.5384615384615384,4
19045,2021-04-25,21,34,0.6176470588235294,5
19045,2021-05-02,28,45,0.6222222222222222,6
19045,2021-05-09,20,36,0.5555555555555556,7
19045,2021-05-16,20,31,0.6451612903225806,8
19045,2021-05-23,22,28,0.7857142857142857,9
19045,2021-05-30,5,10,0.5,10
19047,2021-03-28,0,2,0,1
19047,2021-04-04,11,13,0.8461538461538461,2
19047,2021-04-11,1,6,0.16666666666666666,3
19047,2021-04-18,6,6,1,4
19047,2021-04-25,5,10,0.5,5
19047,2021-05-02,4,4,1,6
19047,2021-05-09,1,5,0.2,7
19047,2021-05-16,6,7,0.8571428571428571,8
19047,2021-05-23,3,5,0.6,9
19047,2021-05-30,1,1,1,10
19049,2021-03-28,26,29,0.896551724137931,1
19049,2021-04-04,43,71,0.6056338028169014,2
19049,2021-04-11,48,66,0.7272727272727273,3
19049,2021-04-18,46,66,0.696969696969697,4
19049,2021-04-25,38,55,0.6909090909090909,5
19049,2021-05-02,37,44,0.8409090909090909,6
19049,2021-05-09,33,49,0.673469387755102,7
19049,2021-05-16,37,44,0.8409090909090909,8
19049,2021-05-23,28,45,0.6222222222222222,9
19049,2021-05-30,13,16,0.8125,10
19051,2021-03-28,1,1,1,1
19051,2021-04-04,3,4,0.75,2
19051,2021-04-11,5,5,1,3
19051,2021-04-18,4,5,0.8,4
19051,2021-04-25,4,4,1,5
19051,2021-05-02,2,2,1,6
19051,2021-05-09,4,4,1,7
19051,2021-05-16,0,3,0,8
19051,2021-05-23,4,6,0.6666666666666666,9
19053,2021-03-28,0,3,0,1
19053,2021-04-04,4,9,0.4444444444444444,2
19053,2021-04-11,2,5,0.4,3
19053,2021-04-18,3,6,0.5,4
19053,2021-04-25,0,3,0,5
19053,2021-05-02,2,2,1,6
19053,2021-05-09,4,4,1,7
19053,2021-05-16,2,3,0.6666666666666666,8
19053,2021-05-23,7,8,0.875,9
19053,2021-05-30,2,4,0.5,10
19055,2021-03-28,0,4,0,1
19055,2021-04-04,10,15,0.6666666666666666,2
19055,2021-04-11,18,20,0.9,3
19055,2021-04-18,4,7,0.5714285714285714,4
19055,2021-04-25,7,10,0.7,5
19055,2021-05-02,4,4,1,6
19055,2021-05-09,10,10,1,7
19055,2021-05-16,4,7,0.5714285714285714,8
19055,2021-05-23,12,13,0.9230769230769231,9
19055,2021-05-30,1,3,0.3333333333333333,10
19057,2021-03-28,5,13,0.38461538461538464,1
19057,2021-04-04,23,36,0.6388888888888888,2
19057,2021-04-11,33,49,0.673469387755102,3
19057,2021-04-18,23,38,0.6052631578947368,4
19057,2021-04-25,14,31,0.45161290322580644,5
19057,2021-05-02,13,28,0.4642857142857143,6
19057,2021-05-09,16,23,0.6956521739130435,7
19057,2021-05-16,18,31,0.5806451612903226,8
19057,2021-05-23,17,21,0.8095238095238095,9
19057,2021-05-30,7,9,0.7777777777777778,10
19059,2021-03-28,2,5,0.4,1
19059,2021-04-04,8,10,0.8,2
19059,2021-04-11,20,23,0.8695652173913043,3
19059,2021-04-18,8,19,0.42105263157894735,4
19059,2021-04-25,11,15,0.7333333333333333,5
19059,2021-05-02,16,19,0.8421052631578947,6
19059,2021-05-09,13,16,0.8125,7
19059,2021-05-16,4,11,0.36363636363636365,8
19059,2021-05-23,16,18,0.8888888888888888,9
19059,2021-05-30,5,6,0.8333333333333334,10
19061,2021-03-28,20,27,0.7407407407407407,1
19061,2021-04-04,58,89,0.651685393258427,2
19061,2021-04-11,63,74,0.8513513513513513,3
19061,2021-04-18,72,94,0.7659574468085106,4
19061,2021-04-25,32,63,0.5079365079365079,5
19061,2021-05-02,45,63,0.7142857142857143,6
19061,2021-05-09,52,61,0.8524590163934426,7
19061,2021-05-16,45,63,0.7142857142857143,8
19061,2021-05-23,56,65,0.8615384615384616,9
19061,2021-05-30,12,15,0.8,10
19063,2021-03-28,4,5,0.8,1
19063,2021-04-04,4,5,0.8,2
19063,2021-04-11,3,11,0.2727272727272727,3
19063,2021-04-18,10,10,1,4
19063,2021-04-25,4,4,1,5
19063,2021-05-02,8,8,1,6
19063,2021-05-09,5,5,1,7
19063,2021-05-16,2,5,0.4,8
19063,2021-05-30,2,2,1,10
19065,2021-03-28,1,4,0.25,1
19065,2021-04-04,6,11,0.5454545454545454,2
19065,2021-04-11,16,22,0.7272727272727273,3
19065,2021-04-18,20,21,0.9523809523809523,4
19065,2021-04-25,13,19,0.6842105263157895,5
19065,2021-05-02,6,9,0.6666666666666666,6
19065,2021-05-09,4,9,0.4444444444444444,7
19065,2021-05-16,8,12,0.6666666666666666,8
19065,2021-05-23,5,12,0.4166666666666667,9
19065,2021-05-30,4,4,1,10
19067,2021-03-28,7,7,1,1
19067,2021-04-04,6,10,0.6,2
19067,2021-04-11,8,12,0.6666666666666666,3
19067,2021-04-18,7,13,0.5384615384615384,4
19067,2021-04-25,9,14,0.6428571428571429,5
19067,2021-05-02,11,11,1,6
19067,2021-05-09,10,17,0.5882352941176471,7
19067,2021-05-16,8,8,1,8
19067,2021-05-23,11,13,0.8461538461538461,9
19067,2021-05-30,5,5,1,10
19069,2021-03-28,0,1,0,1
19069,2021-04-04,8,8,1,2
19069,2021-04-11,6,12,0.5,3
19069,2021-04-18,5,5,1,4
19069,2021-04-25,3,4,0.75,5
19069,2021-05-02,6,6,1,6
19069,2021-05-09,5,6,0.8333333333333334,7
19069,2021-05-16,1,2,0.5,8
19069,2021-05-23,1,3,0.3333333333333333,9
19071,2021-04-04,1,5,0.2,2
19071,2021-04-11,2,4,0.5,3
19071,2021-04-18,3,6,0.5,4
19071,2021-04-25,3,3,1,5
19071,2021-05-02,3,6,0.5,6
19071,2021-05-09,4,4,1,7
19071,2021-05-16,3,3,1,8
19071,2021-05-23,3,3,1,9
19073,2021-03-28,2,2,1,1
19073,2021-04-04,2,9,0.2222222222222222,2
19073,2021-04-11,4,7,0.5714285714285714,3
19073,2021-04-18,6,10,0.6,4
19073,2021-04-25,6,6,1,5
19073,2021-05-02,2,2,1,6
19073,2021-05-09,5,10,0.5,7
19073,2021-05-16,2,2,1,8
19073,2021-05-23,6,6,1,9
19075,2021-03-28,1,2,0.5,1
19075,2021-04-04,7,7,1,2
19075,2021-04-11,9,12,0.75,3
19075,2021-04-18,8,12,0.6666666666666666,4
19075,2021-04-25,4,4,1,5
19075,2021-05-02,9,10,0.9,6
19075,2021-05-09,6,11,0.5454545454545454,7
19075,2021-05-16,2,8,0.25,8
19075,2021-05-23,6,6,1,9
19075,2021-05-30,2,2,1,10
19077,2021-03-28,2,7,0.2857142857142857,1
19077,2021-04-04,13,16,0.8125,2
19077,2021-04-11,16,21,0.7619047619047619,3
19077,2021-04-18,6,11,0.5454545454545454,4
19077,2021-04-25,2,5,0.4,5
19077,2021-05-02,7,7,1,6
19077,2021-05-09,7,15,0.4666666666666667,7
19077,2021-05-16,4,5,0.8,8
19077,2021-05-23,1,1,1,9
19079,2021-03-28,7,7,1,1
19079,2021-04-04,11,13,0.8461538461538461,2
19079,2021-04-11,6,12,0.5,3
19079,2021-04-18,12,13,0.9230769230769231,4
19079,2021-04-25,15,16,0.9375,5
19079,2021-05-02,1,9,0.1111111111111111,6
19079,2021-05-09,6,6,1,7
19079,2021-05-16,9,10,0.9,8
19079,2021-05-23,8,14,0.5714285714285714,9
19079,2021-05-30,1,1,1,10
19081,2021-03-28,0,6,0,1
19081,2021-04-04,7,7,1,2
19081,2021-04-11,7,7,1,3
19081,2021-04-18,7,11,0.6363636363636364,4
19081,2021-04-25,5,6,0.8333333333333334,5
19081,2021-05-02,5,11,0.45454545454545453,6
19081,2021-05-09,10,10,1,7
19081,2021-05-16,5,5,1,8
19081,2021-05-23,6,6,1,9
19081,2021-05-30,3,3,1,10
19083,2021-03-28,4,4,1,1
19083,2021-04-04,9,11,0.8181818181818182,2
19083,2021-04-11,14,26,0.5384615384615384,3
19083,2021-04-18,12,14,0.8571428571428571,4
19083,2021-04-25,16,17,0.9411764705882353,5
19083,2021-05-02,14,15,0.9333333333333333,6
19083,2021-05-09,2,10,0.2,7
19083,2021-05-16,10,16,0.625,8
19083,2021-05-23,6,11,0.5454545454545454,9
19083,2021-05-30,3,4,0.75,10
19085,2021-03-28,4,8,0.5,1
19085,2021-04-04,9,9,1,2
19085,2021-04-11,15,15,1,3
19085,2021-04-18,7,12,0.5833333333333334,4
19085,2021-04-25,2,6,0.3333333333333333,5
19085,2021-05-02,8,9,0.8888888888888888,6
19085,2021-05-09,3,5,0.6,7
19085,2021-05-16,4,8,0.5,8
19085,2021-05-23,1,5,0.2,9
19087,2021-03-28,2,2,1,1
19087,2021-04-04,4,22,0.18181818181818182,2
19087,2021-04-11,2,10,0.2,3
19087,2021-04-18,15,20,0.75,4
19087,2021-04-25,12,20,0.6,5
19087,2021-05-02,5,10,0.5,6
19087,2021-05-09,11,12,0.9166666666666666,7
19087,2021-05-16,5,13,0.38461538461538464,8
19087,2021-05-23,3,12,0.25,9
19087,2021-05-30,2,4,0.5,10
19089,2021-03-28,3,3,1,1
19089,2021-04-04,3,7,0.42857142857142855,2
19089,2021-04-11,10,10,1,3
19089,2021-04-18,10,10,1,4
19089,2021-04-25,1,4,0.25,5
19089,2021-05-02,2,2,1,6
19089,2021-05-09,2,4,0.5,7
19089,2021-05-16,13,13,1,8
19089,2021-05-23,5,5,1,9
19091,2021-03-28,6,7,0.8571428571428571,1
19091,2021-04-04,9,9,1,2
19091,2021-04-11,7,9,0.7777777777777778,3
19091,2021-04-18,4,7,0.5714285714285714,4
19091,2021-04-25,6,6,1,5
19091,2021-05-02,1,4,0.25,6
19091,2021-05-09,3,5,0.6,7
19091,2021-05-16,1,4,0.25,8
19091,2021-05-23,2,2,1,9
19091,2021-05-30,2,2,1,10
19093,2021-03-28,1,1,1,1
19093,2021-04-04,1,3,0.3333333333333333,2
19093,2021-04-11,2,2,1,3
19093,2021-04-18,1,1,1,4
19093,2021-04-25,3,3,1,5
19093,2021-05-02,2,2,1,6
19093,2021-05-09,3,4,0.75,7
19093,2021-05-16,1,4,0.25,8
19093,2021-05-23,0,2,0,9
19093,2021-05-30,1,1,1,10
19095,2021-03-28,4,7,0.5714285714285714,1
19095,2021-04-04,12,19,0.631578947368421,2
19095,2021-04-11,9,20,0.45,3
19095,2021-04-18,2,10,0.2,4
19095,2021-04-25,14,15,0.9333333333333333,5
19095,2021-05-02,11,19,0.5789473684210527,6
19095,2021-05-09,9,9,1,7
19095,2021-05-16,6,12,0.5,8
19095,2021-05-23,6,6,1,9
19095,2021-05-30,4,4,1,10
19097,2021-03-28,2,6,0.3333333333333333,1
19097,2021-04-04,8,12,0.6666666666666666,2
19097,2021-04-11,10,15,0.6666666666666666,3
19097,2021-04-18,12,17,0.7058823529411765,4
19097,2021-04-25,7,15,0.4666666666666667,5
19097,2021-05-02,7,11,0.6363636363636364,6
19097,2021-05-09,6,13,0.46153846153846156,7
19097,2021-05-16,7,7,1,8
19097,2021-05-23,7,12,0.5833333333333334,9
19097,2021-05-30,5,5,1,10
19099,2021-03-28,11,16,0.6875,1
19099,2021-04-04,23,32,0.71875,2
19099,2021-04-11,19,35,0.5428571428571428,3
19099,2021-04-18,19,24,0.7916666666666666,4
19099,2021-04-25,20,29,0.6896551724137931,5
19099,2021-05-02,26,26,1,6
19099,2021-05-09,16,23,0.6956521739130435,7
19099,2021-05-16,25,28,0.8928571428571429,8
19099,2021-05-23,18,26,0.6923076923076923,9
19099,2021-05-30,7,11,0.6363636363636364,10
19101,2021-03-28,4,4,1,1
19101,2021-04-04,8,15,0.5333333333333333,2
19101,2021-04-11,11,15,0.7333333333333333,3
19101,2021-04-18,7,14,0.5,4
19101,2021-04-25,14,20,0.7,5
19101,2021-05-02,13,14,0.9285714285714286,6
19101,2021-05-09,8,11,0.7272727272727273,7
19101,2021-05-16,15,15,1,8
19101,2021-05-23,6,8,0.75,9
19103,2021-03-28,52,81,0.6419753086419753,1
19103,2021-04-04,127,164,0.774390243902439,2
19103,2021-04-11,160,181,0.8839779005524862,3
19103,2021-04-18,125,134,0.9328358208955224,4
19103,2021-04-25,131,136,0.9632352941176471,5
19103,2021-05-02,102,130,0.7846153846153846,6
19103,2021-05-09,101,104,0.9711538461538461,7
19103,2021-05-16,106,107,0.9906542056074766,8
19103,2021-05-23,102,109,0.9357798165137615,9
19103,2021-05-30,26,29,0.896551724137931,10
19105,2021-03-28,5,8,0.625,1
19105,2021-04-04,5,12,0.4166666666666667,2
19105,2021-04-11,18,25,0.72,3
19105,2021-04-18,12,13,0.9230769230769231,4
19105,2021-04-25,8,11,0.7272727272727273,5
19105,2021-05-02,4,12,0.3333333333333333,6
19105,2021-05-09,13,13,1,7
19105,2021-05-16,8,11,0.7272727272727273,8
19105,2021-05-23,14,15,0.9333333333333333,9
19105,2021-05-30,2,2,1,10
19107,2021-03-28,2,5,0.4,1
19107,2021-04-04,7,9,0.7777777777777778,2
19107,2021-04-11,9,11,0.8181818181818182,3
19107,2021-04-18,9,11,0.8181818181818182,4
19107,2021-04-25,6,7,0.8571428571428571,5
19107,2021-05-02,6,7,0.8571428571428571,6
19107,2021-05-09,3,7,0.42857142857142855,7
19107,2021-05-16,2,2,1,8
19107,2021-05-23,6,6,1,9
19107,2021-05-30,2,2,1,10
19109,2021-03-28,1,1,1,1
19109,2021-04-04,6,8,0.75,2
19109,2021-04-11,2,14,0.14285714285714285,3
19109,2021-04-18,4,4,1,4
19109,2021-04-25,9,10,0.9,5
19109,2021-05-02,7,7,1,6
19109,2021-05-09,6,9,0.6666666666666666,7
19109,2021-05-16,6,6,1,8
19109,2021-05-23,9,9,1,9
19109,2021-05-30,6,6,1,10
19111,2021-03-28,8,19,0.42105263157894735,1
19111,2021-04-04,22,28,0.7857142857142857,2
19111,2021-04-11,24,32,0.75,3
19111,2021-04-18,16,31,0.5161290322580645,4
19111,2021-04-25,20,28,0.7142857142857143,5
19111,2021-05-02,12,15,0.8,6
19111,2021-05-09,19,31,0.6129032258064516,7
19111,2021-05-16,14,28,0.5,8
19111,2021-05-23,12,16,0.75,9
19111,2021-05-30,3,8,0.375,10
19113,2021-03-28,64,110,0.5818181818181818,1
19113,2021-04-04,174,267,0.651685393258427,2
19113,2021-04-11,211,277,0.7617328519855595,3
19113,2021-04-18,179,201,0.8905472636815921,4
19113,2021-04-25,166,211,0.7867298578199052,5
19113,2021-05-02,165,200,0.825,6
19113,2021-05-09,167,194,0.8608247422680413,7
19113,2021-05-16,163,208,0.7836538461538461,8
19113,2021-05-23,128,157,0.8152866242038217,9
19113,2021-05-30,39,46,0.8478260869565217,10
19115,2021-03-28,2,3,0.6666666666666666,1
19115,2021-04-04,8,14,0.5714285714285714,2
19115,2021-04-11,9,9,1,3
19115,2021-04-18,7,7,1,4
19115,2021-04-25,6,13,0.46153846153846156,5
19115,2021-05-02,4,6,0.6666666666666666,6
19115,2021-05-09,6,8,0.75,7
19115,2021-05-16,3,5,0.6,8
19115,2021-05-23,0,3,0,9
19115,2021-05-30,3,3,1,10
19117,2021-03-28,0,3,0,1
19117,2021-04-04,7,7,1,2
19117,2021-04-11,2,6,0.3333333333333333,3
19117,2021-04-18,3,7,0.42857142857142855,4
19117,2021-04-25,2,4,0.5,5
19117,2021-05-02,6,9,0.6666666666666666,6
19117,2021-05-09,5,6,0.8333333333333334,7
19117,2021-05-16,4,4,1,8
19117,2021-05-23,4,4,1,9
19119,2021-03-28,0,3,0,1
19119,2021-04-04,1,5,0.2,2
19119,2021-04-18,0,7,0,4
19119,2021-04-25,5,6,0.8333333333333334,5
19119,2021-05-02,3,3,1,6
19119,2021-05-09,2,7,0.2857142857142857,7
19119,2021-05-16,2,2,1,8
19119,2021-05-23,4,5,0.8,9
19119,2021-05-30,2,2,1,10
19121,2021-03-28,3,5,0.6,1
19121,2021-04-04,9,13,0.6923076923076923,2
19121,2021-04-11,9,15,0.6,3
19121,2021-04-18,8,16,0.5,4
19121,2021-04-25,7,14,0.5,5
19121,2021-05-02,2,7,0.2857142857142857,6
19121,2021-05-09,12,13,0.9230769230769231,7
19121,2021-05-16,7,12,0.5833333333333334,8
19121,2021-05-23,13,16,0.8125,9
19121,2021-05-30,1,2,0.5,10
19123,2021-03-28,5,8,0.625,1
19123,2021-04-04,13,19,0.6842105263157895,2
19123,2021-04-11,19,23,0.8260869565217391,3
19123,2021-04-18,16,20,0.8,4
19123,2021-04-25,3,14,0.21428571428571427,5
19123,2021-05-02,9,10,0.9,6
19123,2021-05-09,10,19,0.5263157894736842,7
19123,2021-05-16,11,18,0.6111111111111112,8
19123,2021-05-23,4,8,0.5,9
19123,2021-05-30,3,5,0.6,10
19125,2021-03-28,8,10,0.8,1
19125,2021-04-04,22,32,0.6875,2
19125,2021-04-11,30,42,0.7142857142857143,3
19125,2021-04-18,15,26,0.5769230769230769,4
19125,2021-04-25,17,18,0.9444444444444444,5
19125,2021-05-02,11,21,0.5238095238095238,6
19125,2021-05-09,14,23,0.6086956521739131,7
19125,2021-05-16,12,24,0.5,8
19125,2021-05-23,7,16,0.4375,9
19125,2021-05-30,6,7,0.8571428571428571,10
19127,2021-03-28,14,23,0.6086956521739131,1
19127,2021-04-04,28,45,0.6222222222222222,2
19127,2021-04-11,31,46,0.6739130434782609,3
19127,2021-04-18,31,38,0.8157894736842105,4
19127,2021-04-25,37,47,0.7872340425531915,5
19127,2021-05-02,17,28,0.6071428571428571,6
19127,2021-05-09,7,15,0.4666666666666667,7
19127,2021-05-16,23,34,0.6764705882352942,8
19127,2021-05-23,21,31,0.6774193548387096,9
19127,2021-05-30,10,10,1,10
19129,2021-03-28,4,6,0.6666666666666666,1
19129,2021-04-04,13,19,0.6842105263157895,2
19129,2021-04-11,14,15,0.9333333333333333,3
19129,2021-04-18,5,5,1,4
19129,2021-04-25,11,14,0.7857142857142857,5
19129,2021-05-02,11,14,0.7857142857142857,6
19129,2021-05-09,12,13,0.9230769230769231,7
19129,2021-05-16,6,6,1,8
19129,2021-05-23,8,14,0.5714285714285714,9
19129,2021-05-30,2,3,0.6666666666666666,10
19131,2021-03-28,2,2,1,1
19131,2021-04-04,8,13,0.6153846153846154,2
19131,2021-04-11,4,11,0.36363636363636365,3
19131,2021-04-18,2,4,0.5,4
19131,2021-04-25,6,8,0.75,5
19131,2021-05-02,3,8,0.375,6
19131,2021-05-09,2,5,0.4,7
19131,2021-05-16,6,6,1,8
19131,2021-05-23,2,3,0.6666666666666666,9
19133,2021-03-28,3,3,1,1
19133,2021-04-04,5,7,0.7142857142857143,2
19133,2021-04-11,6,6,1,3
19133,2021-04-18,7,7,1,4
19133,2021-04-25,8,10,0.8,5
19133,2021-05-02,1,4,0.25,6
19133,2021-05-09,1,4,0.25,7
19133,2021-05-16,5,5,1,8
19133,2021-05-23,6,6,1,9
19133,2021-05-30,2,2,1,10
19135,2021-03-28,0,4,0,1
19135,2021-04-04,3,6,0.5,2
19135,2021-04-11,4,5,0.8,3
19135,2021-04-18,5,8,0.625,4
19135,2021-04-25,6,7,0.8571428571428571,5
19135,2021-05-02,8,9,0.8888888888888888,6
19135,2021-05-09,4,4,1,7
19135,2021-05-16,1,3,0.3333333333333333,8
19135,2021-05-23,1,1,1,9
19135,2021-05-30,2,2,1,10
19137,2021-03-28,3,9,0.3333333333333333,1
19137,2021-04-04,5,9,0.5555555555555556,2
19137,2021-04-11,6,7,0.8571428571428571,3
19137,2021-04-18,2,8,0.25,4
19137,2021-04-25,7,11,0.6363636363636364,5
19137,2021-05-02,9,9,1,6
19137,2021-05-09,4,4,1,7
19137,2021-05-16,3,4,0.75,8
19137,2021-05-23,2,6,0.3333333333333333,9
19137,2021-05-30,3,4,0.75,10
19139,2021-03-28,5,11,0.45454545454545453,1
19139,2021-04-04,26,45,0.5777777777777777,2
19139,2021-04-11,31,40,0.775,3
19139,2021-04-18,28,43,0.6511627906976745,4
19139,2021-04-25,13,24,0.5416666666666666,5
19139,2021-05-02,24,34,0.7058823529411765,6
19139,2021-05-09,20,25,0.8,7
19139,2021-05-16,29,35,0.8285714285714286,8
19139,2021-05-23,18,26,0.6923076923076923,9
19139,2021-05-30,9,9,1,10
19141,2021-03-28,0,8,0,1
19141,2021-04-04,11,11,1,2
19141,2021-04-11,5,10,0.5,3
19141,2021-04-18,5,13,0.38461538461538464,4
19141,2021-04-25,9,14,0.6428571428571429,5
19141,2021-05-02,5,7,0.7142857142857143,6
19141,2021-05-09,6,7,0.8571428571428571,7
19141,2021-05-16,4,5,0.8,8
19141,2021-05-23,1,5,0.2,9
19141,2021-05-30,2,3,0.6666666666666666,10
19143,2021-03-28,1,1,1,1
19143,2021-04-04,4,5,0.8,2
19143,2021-04-11,1,1,1,3
19143,2021-04-18,3,3,1,4
19143,2021-04-25,4,4,1,5
19143,2021-05-02,1,1,1,6
19143,2021-05-09,1,1,1,7
19143,2021-05-16,3,4,0.75,8
19143,2021-05-23,2,2,1,9
19145,2021-03-28,2,5,0.4,1
19145,2021-04-04,13,18,0.7222222222222222,2
19145,2021-04-11,10,16,0.625,3
19145,2021-04-18,9,12,0.75,4
19145,2021-04-25,6,8,0.75,5
19145,2021-05-02,11,15,0.7333333333333333,6
19145,2021-05-09,6,6,1,7
19145,2021-05-16,7,11,0.6363636363636364,8
19145,2021-05-23,5,6,0.8333333333333334,9
19145,2021-05-30,5,5,1,10
19147,2021-03-28,5,6,0.8333333333333334,1
19147,2021-04-04,3,6,0.5,2
19147,2021-04-11,9,11,0.8181818181818182,3
19147,2021-04-18,2,4,0.5,4
19147,2021-04-25,4,4,1,5
19147,2021-05-02,1,6,0.16666666666666666,6
19147,2021-05-09,4,4,1,7
19147,2021-05-16,5,8,0.625,8
19147,2021-05-23,5,5,1,9
19149,2021-03-28,9,10,0.9,1
19149,2021-04-04,12,16,0.75,2
19149,2021-04-11,13,13,1,3
19149,2021-04-18,9,10,0.9,4
19149,2021-04-25,12,16,0.75,5
19149,2021-05-02,8,11,0.7272727272727273,6
19149,2021-05-09,7,7,1,7
19149,2021-05-16,2,10,0.2,8
19149,2021-05-23,8,9,0.8888888888888888,9
19149,2021-05-30,2,3,0.6666666666666666,10
19151,2021-03-28,3,3,1,1
19151,2021-04-04,2,6,0.3333333333333333,2
19151,2021-04-11,4,4,1,3
19151,2021-04-18,4,5,0.8,4
19151,2021-04-25,5,5,1,5
19151,2021-05-02,2,2,1,6
19151,2021-05-09,4,4,1,7
19151,2021-05-16,6,6,1,8
19151,2021-05-23,1,1,1,9
19151,2021-05-30,0,1,0,10
19153,2021-03-28,126,202,0.6237623762376238,1
19153,2021-04-04,280,471,0.5944798301486199,2
19153,2021-04-11,321,460,0.6978260869565217,3
19153,2021-04-18,390,457,0.8533916849015317,4
19153,2021-04-25,336,423,0.7943262411347518,5
19153,2021-05-02,332,372,0.8924731182795699,6
19153,2021-05-09,299,377,0.7931034482758621,7
19153,2021-05-16,261,325,0.803076923076923,8
19153,2021-05-23,278,356,0.7808988764044944,9
19153,2021-05-30,89,105,0.8476190476190476,10
19155,2021-03-28,28,35,0.8,1
19155,2021-04-04,42,82,0.5121951219512195,2
19155,2021-04-11,47,78,0.6025641025641025,3
19155,2021-04-18,48,72,0.6666666666666666,4
19155,2021-04-25,55,74,0.7432432432432432,5
19155,2021-05-02,44,68,0.6470588235294118,6
19155,2021-05-09,49,55,0.8909090909090909,7
19155,2021-05-16,53,57,0.9298245614035088,8
19155,2021-05-23,63,73,0.863013698630137,9
19155,2021-05-30,16,19,0.8421052631578947,10
19157,2021-03-28,10,12,0.8333333333333334,1
19157,2021-04-04,18,22,0.8181818181818182,2
19157,2021-04-11,13,21,0.6190476190476191,3
19157,2021-04-18,12,14,0.8571428571428571,4
19157,2021-04-25,10,16,0.625,5
19157,2021-05-02,13,14,0.9285714285714286,6
19157,2021-05-09,9,12,0.75,7
19157,2021-05-16,7,13,0.5384615384615384,8
19157,2021-05-23,10,10,1,9
19157,2021-05-30,1,2,0.5,10
19159,2021-03-28,1,3,0.3333333333333333,1
19159,2021-04-04,6,6,1,2
19159,2021-04-11,1,1,1,3
19159,2021-04-18,3,3,1,4
19159,2021-04-25,1,1,1,5
19159,2021-05-02,4,4,1,6
19159,2021-05-09,2,4,0.5,7
19159,2021-05-16,2,3,0.6666666666666666,8
19159,2021-05-23,3,3,1,9
19161,2021-03-28,0,2,0,1
19161,2021-04-04,2,3,0.6666666666666666,2
19161,2021-04-11,7,10,0.7,3
19161,2021-04-18,4,7,0.5714285714285714,4
19161,2021-04-25,2,8,0.25,5
19161,2021-05-02,1,3,0.3333333333333333,6
19161,2021-05-09,2,3,0.6666666666666666,7
19161,2021-05-16,2,8,0.25,8
19161,2021-05-23,4,4,1,9
19161,2021-05-30,3,3,1,10
19163,2021-03-28,40,70,0.5714285714285714,1
19163,2021-04-04,129,170,0.7588235294117647,2
19163,2021-04-11,125,174,0.7183908045977011,3
19163,2021-04-18,106,140,0.7571428571428571,4
19163,2021-04-25,104,135,0.7703703703703704,5
19163,2021-05-02,88,121,0.7272727272727273,6
19163,2021-05-09,74,106,0.6981132075471698,7
19163,2021-05-16,118,144,0.8194444444444444,8
19163,2021-05-23,85,112,0.7589285714285714,9
19163,2021-05-30,21,30,0.7,10
19165,2021-03-28,1,3,0.3333333333333333,1
19165,2021-04-04,5,10,0.5,2
19165,2021-04-11,5,5,1,3
19165,2021-04-18,6,7,0.8571428571428571,4
19165,2021-04-25,9,10,0.9,5
19165,2021-05-02,3,5,0.6,6
19165,2021-05-09,5,9,0.5555555555555556,7
19165,2021-05-16,8,8,1,8
19165,2021-05-23,7,7,1,9
19165,2021-05-30,2,2,1,10
19167,2021-03-28,6,8,0.75,1
19167,2021-04-04,18,18,1,2
19167,2021-04-11,8,19,0.42105263157894735,3
19167,2021-04-18,9,19,0.47368421052631576,4
19167,2021-04-25,9,13,0.6923076923076923,5
19167,2021-05-02,14,20,0.7,6
19167,2021-05-09,14,19,0.7368421052631579,7
19167,2021-05-16,7,16,0.4375,8
19167,2021-05-23,9,13,0.6923076923076923,9
19167,2021-05-30,3,3,1,10
19169,2021-03-28,27,34,0.7941176470588235,1
19169,2021-04-04,63,93,0.6774193548387096,2
19169,2021-04-11,51,89,0.5730337078651685,3
19169,2021-04-18,53,79,0.6708860759493671,4
19169,2021-04-25,66,74,0.8918918918918919,5
19169,2021-05-02,62,66,0.9393939393939394,6
19169,2021-05-09,55,64,0.859375,7
19169,2021-05-16,56,64,0.875,8
19169,2021-05-23,44,54,0.8148148148148148,9
19169,2021-05-30,10,13,0.7692307692307693,10
19171,2021-03-28,7,10,0.7,1
19171,2021-04-04,3,14,0.21428571428571427,2
19171,2021-04-11,15,17,0.8823529411764706,3
19171,2021-04-18,12,15,0.8,4
19171,2021-04-25,12,13,0.9230769230769231,5
19171,2021-05-02,14,14,1,6
19171,2021-05-09,7,8,0.875,7
19171,2021-05-16,9,17,0.5294117647058824,8
19171,2021-05-23,5,11,0.45454545454545453,9
19171,2021-05-30,0,2,0,10
19173,2021-03-28,1,1,1,1
19173,2021-04-04,4,7,0.5714285714285714,2
19173,2021-04-11,1,2,0.5,3
19173,2021-04-18,3,3,1,4
19173,2021-04-25,3,5,0.6,5
19173,2021-05-02,2,3,0.6666666666666666,6
19173,2021-05-09,1,2,0.5,7
19173,2021-05-16,2,2,1,8
19173,2021-05-23,1,1,1,9
19175,2021-03-28,2,5,0.4,1
19175,2021-04-04,4,10,0.4,2
19175,2021-04-11,2,6,0.3333333333333333,3
19175,2021-04-18,5,9,0.5555555555555556,4
19175,2021-04-25,10,13,0.7692307692307693,5
19175,2021-05-02,5,7,0.7142857142857143,6
19175,2021-05-09,7,8,0.875,7
19175,2021-05-16,5,9,0.5555555555555556,8
