fips,week,n_vax,n_response,p_fb,week_rank
29203,2021-04-04,3,5,0.6,2
29203,2021-04-11,4,7,0.5714285714285714,3
29203,2021-04-18,2,3,0.6666666666666666,4
29203,2021-05-02,0,1,0,6
29203,2021-05-09,0,4,0,7
29203,2021-05-16,2,2,1,8
29203,2021-05-23,1,1,1,9
29203,2021-05-30,1,1,1,10
29205,2021-03-28,1,1,1,1
29205,2021-04-04,5,7,0.7142857142857143,2
29205,2021-04-11,6,6,1,3
29205,2021-04-18,0,4,0,4
29205,2021-05-02,6,7,0.8571428571428571,6
29205,2021-05-09,1,3,0.3333333333333333,7
29205,2021-05-16,2,3,0.6666666666666666,8
29205,2021-05-23,0,4,0,9
29207,2021-03-28,0,4,0,1
29207,2021-04-04,12,16,0.75,2
29207,2021-04-11,1,14,0.07142857142857142,3
29207,2021-04-18,5,10,0.5,4
29207,2021-04-25,13,14,0.9285714285714286,5
29207,2021-05-02,8,10,0.8,6
29207,2021-05-09,8,13,0.6153846153846154,7
29207,2021-05-16,9,15,0.6,8
29207,2021-05-23,5,5,1,9
29207,2021-05-30,3,3,1,10
29209,2021-03-28,12,14,0.8571428571428571,1
29209,2021-04-04,17,29,0.5862068965517241,2
29209,2021-04-11,14,30,0.4666666666666667,3
29209,2021-04-18,29,30,0.9666666666666667,4
29209,2021-04-25,8,21,0.38095238095238093,5
29209,2021-05-02,18,30,0.6,6
29209,2021-05-09,16,27,0.5925925925925926,7
29209,2021-05-16,7,16,0.4375,8
29209,2021-05-23,10,16,0.625,9
29209,2021-05-30,3,3,1,10
29211,2021-04-04,3,3,1,2
29211,2021-04-11,0,3,0,3
29211,2021-04-18,0,6,0,4
29211,2021-04-25,6,6,1,5
29211,2021-05-02,2,2,1,6
29211,2021-05-16,2,3,0.6666666666666666,8
29211,2021-05-23,1,3,0.3333333333333333,9
29211,2021-05-30,2,2,1,10
29213,2021-03-28,17,28,0.6071428571428571,1
29213,2021-04-04,30,56,0.5357142857142857,2
29213,2021-04-11,26,51,0.5098039215686274,3
29213,2021-04-18,25,44,0.5681818181818182,4
29213,2021-04-25,32,43,0.7441860465116279,5
29213,2021-05-02,16,38,0.42105263157894735,6
29213,2021-05-09,26,28,0.9285714285714286,7
29213,2021-05-16,25,38,0.6578947368421053,8
29213,2021-05-23,13,31,0.41935483870967744,9
29213,2021-05-30,6,11,0.5454545454545454,10
29215,2021-03-28,2,7,0.2857142857142857,1
29215,2021-04-04,6,17,0.35294117647058826,2
29215,2021-04-11,13,13,1,3
29215,2021-04-18,9,9,1,4
29215,2021-04-25,4,12,0.3333333333333333,5
29215,2021-05-02,10,17,0.5882352941176471,6
29215,2021-05-09,11,12,0.9166666666666666,7
29215,2021-05-16,4,7,0.5714285714285714,8
29215,2021-05-23,12,15,0.8,9
29215,2021-05-30,4,5,0.8,10
29217,2021-03-28,3,6,0.5,1
29217,2021-04-04,5,13,0.38461538461538464,2
29217,2021-04-11,13,18,0.7222222222222222,3
29217,2021-04-18,3,9,0.3333333333333333,4
29217,2021-04-25,7,18,0.3888888888888889,5
29217,2021-05-02,9,9,1,6
29217,2021-05-09,7,11,0.6363636363636364,7
29217,2021-05-16,3,13,0.23076923076923078,8
29217,2021-05-23,7,16,0.4375,9
29217,2021-05-30,1,1,1,10
29219,2021-03-28,2,6,0.3333333333333333,1
29219,2021-04-04,10,15,0.6666666666666666,2
29219,2021-04-11,16,19,0.8421052631578947,3
29219,2021-04-18,11,18,0.6111111111111112,4
29219,2021-04-25,9,13,0.6923076923076923,5
29219,2021-05-02,14,15,0.9333333333333333,6
29219,2021-05-09,12,13,0.9230769230769231,7
29219,2021-05-16,6,9,0.6666666666666666,8
29219,2021-05-23,10,11,0.9090909090909091,9
29219,2021-05-30,1,2,0.5,10
29221,2021-03-28,0,2,0,1
29221,2021-04-04,8,9,0.8888888888888888,2
29221,2021-04-11,3,8,0.375,3
29221,2021-04-18,0,4,0,4
29221,2021-04-25,1,7,0.14285714285714285,5
29221,2021-05-02,6,7,0.8571428571428571,6
29221,2021-05-09,2,5,0.4,7
29221,2021-05-16,4,4,1,8
29221,2021-05-23,3,5,0.6,9
29221,2021-05-30,1,1,1,10
29223,2021-03-28,3,4,0.75,1
29223,2021-04-04,2,6,0.3333333333333333,2
29223,2021-04-11,2,4,0.5,3
29223,2021-04-18,5,6,0.8333333333333334,4
29223,2021-04-25,3,4,0.75,5
29223,2021-05-02,0,1,0,6
29223,2021-05-09,4,4,1,7
29223,2021-05-16,3,3,1,8
29223,2021-05-23,3,3,1,9
29223,2021-05-30,1,2,0.5,10
29225,2021-03-28,4,12,0.3333333333333333,1
29225,2021-04-04,27,33,0.8181818181818182,2
29225,2021-04-11,16,36,0.4444444444444444,3
29225,2021-04-18,23,41,0.5609756097560976,4
29225,2021-04-25,14,22,0.6363636363636364,5
29225,2021-05-02,26,27,0.9629629629629629,6
29225,2021-05-09,13,27,0.48148148148148145,7
29225,2021-05-16,14,18,0.7777777777777778,8
29225,2021-05-23,9,15,0.6,9
29225,2021-05-30,6,6,1,10
29229,2021-03-28,4,6,0.6666666666666666,1
29229,2021-04-04,6,14,0.42857142857142855,2
29229,2021-04-11,2,12,0.16666666666666666,3
29229,2021-04-18,3,10,0.3,4
29229,2021-04-25,8,10,0.8,5
29229,2021-05-02,7,9,0.7777777777777778,6
29229,2021-05-09,11,13,0.8461538461538461,7
29229,2021-05-16,3,9,0.3333333333333333,8
29229,2021-05-23,8,11,0.7272727272727273,9
29510,2021-03-28,50,74,0.6756756756756757,1
29510,2021-04-04,91,134,0.6791044776119403,2
29510,2021-04-11,99,154,0.6428571428571429,3
29510,2021-04-18,97,136,0.7132352941176471,4
29510,2021-04-25,113,143,0.7902097902097902,5
29510,2021-05-02,84,103,0.8155339805825242,6
29510,2021-05-09,106,114,0.9298245614035088,7
29510,2021-05-16,91,112,0.8125,8
29510,2021-05-23,94,117,0.8034188034188035,9
29510,2021-05-30,30,36,0.8333333333333334,10
30001,2021-03-28,1,5,0.2,1
30001,2021-04-04,3,7,0.42857142857142855,2
30001,2021-04-11,3,9,0.3333333333333333,3
30001,2021-04-18,3,3,1,4
30001,2021-04-25,4,5,0.8,5
30001,2021-05-02,6,6,1,6
30001,2021-05-09,3,3,1,7
30001,2021-05-16,3,3,1,8
30001,2021-05-23,1,6,0.16666666666666666,9
30001,2021-05-30,2,2,1,10
30003,2021-03-28,6,6,1,1
30003,2021-04-04,7,7,1,2
30003,2021-04-11,0,3,0,3
30003,2021-04-18,7,7,1,4
30003,2021-04-25,7,9,0.7777777777777778,5
30003,2021-05-02,5,5,1,6
30003,2021-05-09,2,2,1,7
30003,2021-05-16,2,5,0.4,8
30003,2021-05-23,4,6,0.6666666666666666,9
30003,2021-05-30,1,1,1,10
30005,2021-03-28,1,3,0.3333333333333333,1
30005,2021-04-04,3,6,0.5,2
30005,2021-04-18,5,5,1,4
30005,2021-04-25,7,8,0.875,5
30005,2021-05-02,2,4,0.5,6
30005,2021-05-09,2,2,1,7
30005,2021-05-16,2,2,1,8
30005,2021-05-23,4,4,1,9
30005,2021-05-30,1,1,1,10
30007,2021-03-28,0,2,0,1
30007,2021-04-04,5,9,0.5555555555555556,2
30007,2021-04-11,2,2,1,3
30007,2021-04-18,3,3,1,4
30007,2021-04-25,2,5,0.4,5
30007,2021-05-02,2,3,0.6666666666666666,6
30007,2021-05-09,0,6,0,7
30007,2021-05-16,0,3,0,8
30007,2021-05-23,3,3,1,9
30007,2021-05-30,0,1,0,10
30009,2021-03-28,3,5,0.6,1
30009,2021-04-04,13,13,1,2
30009,2021-04-11,10,16,0.625,3
30009,2021-04-18,11,11,1,4
30009,2021-04-25,6,11,0.5454545454545454,5
30009,2021-05-02,3,5,0.6,6
30009,2021-05-09,9,9,1,7
30009,2021-05-16,13,13,1,8
30009,2021-05-23,11,14,0.7857142857142857,9
30009,2021-05-30,2,2,1,10
30011,2021-03-28,0,1,0,1
30011,2021-04-04,1,2,0.5,2
30011,2021-04-11,0,1,0,3
30011,2021-04-25,0,2,0,5
30013,2021-03-28,15,35,0.42857142857142855,1
30013,2021-04-04,64,97,0.6597938144329897,2
30013,2021-04-11,53,82,0.6463414634146342,3
30013,2021-04-18,61,85,0.7176470588235294,4
30013,2021-04-25,55,75,0.7333333333333333,5
30013,2021-05-02,53,64,0.828125,6
30013,2021-05-09,46,66,0.696969696969697,7
30013,2021-05-16,43,66,0.6515151515151515,8
30013,2021-05-23,52,66,0.7878787878787878,9
30013,2021-05-30,22,25,0.88,10
30015,2021-03-28,1,1,1,1
30015,2021-04-04,3,3,1,2
30015,2021-04-11,8,8,1,3
30015,2021-04-18,4,4,1,4
30015,2021-04-25,7,8,0.875,5
30015,2021-05-02,4,4,1,6
30015,2021-05-09,2,2,1,7
30015,2021-05-16,4,4,1,8
30015,2021-05-23,5,6,0.8333333333333334,9
30015,2021-05-30,3,3,1,10
30017,2021-03-28,1,5,0.2,1
30017,2021-04-04,5,9,0.5555555555555556,2
30017,2021-04-11,6,7,0.8571428571428571,3
30017,2021-04-18,6,7,0.8571428571428571,4
30017,2021-04-25,2,9,0.2222222222222222,5
30017,2021-05-02,8,11,0.7272727272727273,6
30017,2021-05-09,0,7,0,7
30017,2021-05-16,8,8,1,8
30017,2021-05-23,5,11,0.45454545454545453,9
30017,2021-05-30,3,3,1,10
30019,2021-04-04,1,1,1,2
30019,2021-04-11,1,1,1,3
30019,2021-04-18,2,2,1,4
30019,2021-04-25,2,2,1,5
30019,2021-05-09,1,1,1,7
30019,2021-05-16,2,2,1,8
30019,2021-05-23,1,1,1,9
30021,2021-03-28,1,1,1,1
30021,2021-04-04,5,8,0.625,2
30021,2021-04-11,6,10,0.6,3
30021,2021-04-18,5,9,0.5555555555555556,4
30021,2021-04-25,2,8,0.25,5
30021,2021-05-02,0,6,0,6
30021,2021-05-09,1,4,0.25,7
30021,2021-05-16,2,8,0.25,8
30021,2021-05-23,5,6,0.8333333333333334,9
30021,2021-05-30,0,2,0,10
30023,2021-03-28,2,2,1,1
30023,2021-04-04,7,10,0.7,2
30023,2021-04-11,10,13,0.7692307692307693,3
30023,2021-04-18,8,9,0.8888888888888888,4
30023,2021-04-25,3,7,0.42857142857142855,5
30023,2021-05-02,6,8,0.75,6
30023,2021-05-09,5,5,1,7
30023,2021-05-16,6,7,0.8571428571428571,8
30023,2021-05-23,2,2,1,9
30025,2021-03-28,0,2,0,1
30025,2021-04-11,1,3,0.3333333333333333,3
30025,2021-04-18,1,1,1,4
30025,2021-04-25,0,2,0,5
30025,2021-05-02,0,1,0,6
30025,2021-05-09,2,2,1,7
30025,2021-05-16,1,3,0.3333333333333333,8
30025,2021-05-23,0,4,0,9
30027,2021-03-28,2,10,0.2,1
30027,2021-04-04,7,10,0.7,2
30027,2021-04-11,11,12,0.9166666666666666,3
30027,2021-04-18,5,8,0.625,4
30027,2021-04-25,4,13,0.3076923076923077,5
30027,2021-05-02,7,8,0.875,6
30027,2021-05-09,5,11,0.45454545454545453,7
30027,2021-05-16,5,5,1,8
30027,2021-05-23,7,7,1,9
30027,2021-05-30,3,8,0.375,10
30029,2021-03-28,27,39,0.6923076923076923,1
30029,2021-04-04,43,107,0.40186915887850466,2
30029,2021-04-11,62,88,0.7045454545454546,3
30029,2021-04-18,42,77,0.5454545454545454,4
30029,2021-04-25,66,84,0.7857142857142857,5
30029,2021-05-02,39,60,0.65,6
30029,2021-05-09,50,67,0.746268656716418,7
30029,2021-05-16,33,56,0.5892857142857143,8
30029,2021-05-23,48,75,0.64,9
30029,2021-05-30,10,14,0.7142857142857143,10
30031,2021-03-28,25,40,0.625,1
30031,2021-04-04,71,112,0.6339285714285714,2
30031,2021-04-11,80,120,0.6666666666666666,3
30031,2021-04-18,68,101,0.6732673267326733,4
30031,2021-04-25,54,69,0.782608695652174,5
30031,2021-05-02,53,73,0.726027397260274,6
30031,2021-05-09,55,74,0.7432432432432432,7
30031,2021-05-16,48,61,0.7868852459016393,8
30031,2021-05-23,56,69,0.8115942028985508,9
30031,2021-05-30,10,18,0.5555555555555556,10
30033,2021-04-04,0,1,0,2
30033,2021-04-18,1,1,1,4
30033,2021-04-25,0,1,0,5
30033,2021-05-02,0,1,0,6
30033,2021-05-16,0,1,0,8
30033,2021-05-23,0,1,0,9
30035,2021-03-28,4,4,1,1
30035,2021-04-04,11,12,0.9166666666666666,2
30035,2021-04-11,7,8,0.875,3
30035,2021-04-18,6,8,0.75,4
30035,2021-04-25,5,5,1,5
30035,2021-05-02,11,12,0.9166666666666666,6
30035,2021-05-09,12,12,1,7
30035,2021-05-16,9,9,1,8
30035,2021-05-23,5,8,0.625,9
30035,2021-05-30,3,3,1,10
30037,2021-03-28,1,1,1,1
30037,2021-04-11,2,2,1,3
30037,2021-05-02,1,1,1,6
30037,2021-05-09,2,2,1,7
30037,2021-05-23,1,1,1,9
30039,2021-04-04,2,6,0.3333333333333333,2
30039,2021-04-11,0,3,0,3
30039,2021-04-18,4,4,1,4
30039,2021-04-25,1,1,1,5
30039,2021-05-02,1,1,1,6
30039,2021-05-09,2,4,0.5,7
30039,2021-05-16,1,1,1,8
30039,2021-05-23,2,2,1,9
30041,2021-03-28,7,7,1,1
30041,2021-04-04,8,16,0.5,2
30041,2021-04-11,5,10,0.5,3
30041,2021-04-18,17,18,0.9444444444444444,4
30041,2021-04-25,2,9,0.2222222222222222,5
30041,2021-05-02,6,8,0.75,6
30041,2021-05-09,3,12,0.25,7
30041,2021-05-16,6,8,0.75,8
30041,2021-05-23,14,16,0.875,9
30041,2021-05-30,1,4,0.25,10
30043,2021-03-28,4,4,1,1
30043,2021-04-04,7,14,0.5,2
30043,2021-04-11,1,6,0.16666666666666666,3
30043,2021-04-18,6,7,0.8571428571428571,4
30043,2021-04-25,6,6,1,5
30043,2021-05-02,6,12,0.5,6
30043,2021-05-09,6,6,1,7
30043,2021-05-16,7,7,1,8
30043,2021-05-23,8,11,0.7272727272727273,9
30043,2021-05-30,4,4,1,10
30045,2021-04-04,0,1,0,2
30045,2021-04-11,0,2,0,3
30045,2021-04-18,1,1,1,4
30045,2021-05-09,2,2,1,7
30045,2021-05-16,0,1,0,8
30045,2021-05-23,1,1,1,9
30047,2021-03-28,13,16,0.8125,1
30047,2021-04-04,26,32,0.8125,2
30047,2021-04-11,14,21,0.6666666666666666,3
30047,2021-04-18,14,30,0.4666666666666667,4
30047,2021-04-25,21,26,0.8076923076923077,5
30047,2021-05-02,25,26,0.9615384615384616,6
30047,2021-05-09,9,14,0.6428571428571429,7
30047,2021-05-16,22,24,0.9166666666666666,8
30047,2021-05-23,18,27,0.6666666666666666,9
30047,2021-05-30,7,9,0.7777777777777778,10
30049,2021-03-28,21,31,0.6774193548387096,1
30049,2021-04-04,55,88,0.625,2
30049,2021-04-11,41,78,0.5256410256410257,3
30049,2021-04-18,65,92,0.7065217391304348,4
30049,2021-04-25,61,72,0.8472222222222222,5
30049,2021-05-02,65,87,0.7471264367816092,6
30049,2021-05-09,60,65,0.9230769230769231,7
30049,2021-05-16,47,66,0.7121212121212122,8
30049,2021-05-23,39,58,0.6724137931034483,9
30049,2021-05-30,13,16,0.8125,10
30051,2021-03-28,1,2,0.5,1
30051,2021-04-04,1,1,1,2
30051,2021-04-11,1,1,1,3
30051,2021-04-25,0,2,0,5
30051,2021-05-02,0,1,0,6
30051,2021-05-16,2,2,1,8
30051,2021-05-23,2,2,1,9
30053,2021-03-28,6,8,0.75,1
30053,2021-04-04,25,27,0.9259259259259259,2
30053,2021-04-11,19,19,1,3
30053,2021-04-18,9,14,0.6428571428571429,4
30053,2021-04-25,10,20,0.5,5
30053,2021-05-02,15,19,0.7894736842105263,6
30053,2021-05-09,7,16,0.4375,7
30053,2021-05-16,9,14,0.6428571428571429,8
30053,2021-05-23,9,9,1,9
30053,2021-05-30,1,3,0.3333333333333333,10
30055,2021-03-28,0,1,0,1
30055,2021-04-25,0,2,0,5
30055,2021-05-09,0,2,0,7
30055,2021-05-16,0,1,0,8
30055,2021-05-23,2,2,1,9
30057,2021-03-28,0,1,0,1
30057,2021-04-04,1,1,1,2
30057,2021-04-11,8,8,1,3
30057,2021-04-18,6,8,0.75,4
30057,2021-04-25,6,6,1,5
30057,2021-05-02,0,2,0,6
30057,2021-05-09,5,7,0.7142857142857143,7
30057,2021-05-16,1,4,0.25,8
30057,2021-05-23,2,2,1,9
30057,2021-05-30,2,2,1,10
30059,2021-03-28,1,1,1,1
30059,2021-04-04,1,1,1,2
30059,2021-04-11,3,5,0.6,3
30059,2021-04-18,1,1,1,4
30059,2021-05-02,2,3,0.6666666666666666,6
30059,2021-05-09,1,2,0.5,7
30059,2021-05-16,1,1,1,8
30059,2021-05-23,3,3,1,9
30061,2021-03-28,3,3,1,1
30061,2021-04-04,3,7,0.42857142857142855,2
30061,2021-04-11,3,6,0.5,3
30061,2021-04-18,3,5,0.6,4
30061,2021-04-25,7,8,0.875,5
30061,2021-05-02,1,7,0.14285714285714285,6
30061,2021-05-09,4,5,0.8,7
30061,2021-05-16,3,4,0.75,8
30061,2021-05-23,0,1,0,9
30061,2021-05-30,2,2,1,10
30063,2021-03-28,35,45,0.7777777777777778,1
30063,2021-04-04,121,155,0.7806451612903226,2
30063,2021-04-11,111,130,0.8538461538461538,3
30063,2021-04-18,120,128,0.9375,4
30063,2021-04-25,89,117,0.7606837606837606,5
30063,2021-05-02,69,111,0.6216216216216216,6
30063,2021-05-09,59,77,0.7662337662337663,7
30063,2021-05-16,83,92,0.9021739130434783,8
30063,2021-05-23,69,84,0.8214285714285714,9
30063,2021-05-30,18,28,0.6428571428571429,10
30065,2021-03-28,2,2,1,1
30065,2021-04-04,9,9,1,2
30065,2021-04-11,0,2,0,3
30065,2021-04-18,6,6,1,4
30065,2021-04-25,1,2,0.5,5
30065,2021-05-02,5,5,1,6
30065,2021-05-09,4,5,0.8,7
30065,2021-05-16,4,5,0.8,8
30065,2021-05-23,4,4,1,9
30065,2021-05-30,2,2,1,10
30067,2021-03-28,9,9,1,1
30067,2021-04-04,10,17,0.5882352941176471,2
30067,2021-04-11,9,19,0.47368421052631576,3
30067,2021-04-18,9,17,0.5294117647058824,4
30067,2021-04-25,24,24,1,5
30067,2021-05-02,8,13,0.6153846153846154,6
30067,2021-05-09,12,12,1,7
30067,2021-05-16,13,17,0.7647058823529411,8
30067,2021-05-23,15,16,0.9375,9
30067,2021-05-30,1,1,1,10
30071,2021-03-28,1,1,1,1
30071,2021-04-04,3,3,1,2
30071,2021-04-11,3,4,0.75,3
30071,2021-04-18,3,6,0.5,4
30071,2021-04-25,1,1,1,5
30071,2021-05-09,0,3,0,7
30071,2021-05-16,1,1,1,8
30071,2021-05-23,3,3,1,9
30073,2021-03-28,1,2,0.5,1
30073,2021-04-04,1,3,0.3333333333333333,2
30073,2021-04-11,3,4,0.75,3
30073,2021-04-18,1,3,0.3333333333333333,4
30073,2021-04-25,0,2,0,5
30073,2021-05-02,5,5,1,6
30073,2021-05-09,2,2,1,7
30073,2021-05-16,1,2,0.5,8
30073,2021-05-23,3,6,0.5,9
30073,2021-05-30,1,1,1,10
30075,2021-04-04,1,1,1,2
30075,2021-04-11,1,1,1,3
30075,2021-04-18,3,4,0.75,4
30075,2021-04-25,1,1,1,5
30077,2021-03-28,2,2,1,1
30077,2021-04-04,3,10,0.3,2
30077,2021-04-11,1,3,0.3333333333333333,3
30077,2021-04-18,4,6,0.6666666666666666,4
30077,2021-04-25,2,2,1,5
30077,2021-05-02,0,5,0,6
30077,2021-05-09,0,6,0,7
30077,2021-05-16,0,2,0,8
30077,2021-05-23,2,2,1,9
30079,2021-04-04,4,4,1,2
30079,2021-04-11,1,1,1,3
30079,2021-04-18,1,2,0.5,4
30081,2021-03-28,5,9,0.5555555555555556,1
30081,2021-04-04,34,50,0.68,2
30081,2021-04-11,23,37,0.6216216216216216,3
30081,2021-04-18,43,49,0.8775510204081632,4
30081,2021-04-25,33,45,0.7333333333333333,5
30081,2021-05-02,29,36,0.8055555555555556,6
30081,2021-05-09,23,29,0.7931034482758621,7
30081,2021-05-16,21,32,0.65625,8
30081,2021-05-23,17,35,0.4857142857142857,9
30081,2021-05-30,2,5,0.4,10
30083,2021-03-28,2,2,1,1
30083,2021-04-04,7,11,0.6363636363636364,2
30083,2021-04-11,3,13,0.23076923076923078,3
30083,2021-04-18,3,3,1,4
30083,2021-04-25,3,9,0.3333333333333333,5
30083,2021-05-02,4,7,0.5714285714285714,6
30083,2021-05-09,4,6,0.6666666666666666,7
30083,2021-05-16,1,6,0.16666666666666666,8
30083,2021-05-23,3,3,1,9
30083,2021-05-30,0,3,0,10
30085,2021-03-28,1,2,0.5,1
30085,2021-04-04,2,5,0.4,2
30085,2021-04-11,1,7,0.14285714285714285,3
30085,2021-04-18,3,7,0.42857142857142855,4
30085,2021-04-25,8,10,0.8,5
30085,2021-05-02,7,7,1,6
30085,2021-05-09,5,6,0.8333333333333334,7
30085,2021-05-16,0,4,0,8
30085,2021-05-23,1,10,0.1,9
30087,2021-03-28,3,3,1,1
30087,2021-04-04,4,6,0.6666666666666666,2
30087,2021-04-11,10,12,0.8333333333333334,3
30087,2021-04-18,12,13,0.9230769230769231,4
30087,2021-04-25,4,5,0.8,5
30087,2021-05-02,10,10,1,6
30087,2021-05-09,4,7,0.5714285714285714,7
30087,2021-05-16,5,5,1,8
30087,2021-05-23,6,9,0.6666666666666666,9
30087,2021-05-30,0,2,0,10
30089,2021-03-28,1,3,0.3333333333333333,1
30089,2021-04-04,1,12,0.08333333333333333,2
30089,2021-04-11,12,13,0.9230769230769231,3
30089,2021-04-18,8,8,1,4
30089,2021-04-25,8,10,0.8,5
30089,2021-05-02,4,9,0.4444444444444444,6
30089,2021-05-09,7,7,1,7
30089,2021-05-16,8,9,0.8888888888888888,8
30089,2021-05-23,8,9,0.8888888888888888,9
30091,2021-04-04,9,11,0.8181818181818182,2
30091,2021-04-11,8,8,1,3
30091,2021-04-18,3,3,1,4
30091,2021-04-25,0,3,0,5
30091,2021-05-02,6,6,1,6
30091,2021-05-09,3,5,0.6,7
30091,2021-05-16,3,3,1,8
30091,2021-05-23,2,3,0.6666666666666666,9
30093,2021-03-28,9,13,0.6923076923076923,1
30093,2021-04-04,27,43,0.627906976744186,2
30093,2021-04-11,35,43,0.813953488372093,3
30093,2021-04-18,26,34,0.7647058823529411,4
30093,2021-04-25,28,31,0.9032258064516129,5
30093,2021-05-02,24,34,0.7058823529411765,6
30093,2021-05-09,21,28,0.75,7
30093,2021-05-16,21,29,0.7241379310344828,8
30093,2021-05-23,28,29,0.9655172413793104,9
30093,2021-05-30,7,8,0.875,10
30095,2021-03-28,2,4,0.5,1
30095,2021-04-04,4,5,0.8,2
30095,2021-04-11,4,8,0.5,3
30095,2021-04-18,4,6,0.6666666666666666,4
30095,2021-04-25,4,9,0.4444444444444444,5
30095,2021-05-02,6,9,0.6666666666666666,6
30095,2021-05-09,0,5,0,7
30095,2021-05-16,1,4,0.25,8
30095,2021-05-23,2,8,0.25,9
30095,2021-05-30,3,3,1,10
30097,2021-03-28,0,1,0,1
30097,2021-04-04,2,2,1,2
30097,2021-04-11,2,2,1,3
30097,2021-04-18,1,3,0.3333333333333333,4
30097,2021-04-25,1,1,1,5
30097,2021-05-02,4,4,1,6
30097,2021-05-09,1,4,0.25,7
30097,2021-05-16,1,4,0.25,8
30097,2021-05-23,0,2,0,9
30097,2021-05-30,1,1,1,10
30099,2021-03-28,0,3,0,1
30099,2021-04-04,4,6,0.6666666666666666,2
30099,2021-04-11,1,3,0.3333333333333333,3
30099,2021-04-18,2,3,0.6666666666666666,4
30099,2021-04-25,3,3,1,5
30099,2021-05-02,3,3,1,6
30099,2021-05-09,1,1,1,7
30099,2021-05-16,1,1,1,8
30099,2021-05-23,3,3,1,9
30101,2021-03-28,0,1,0,1
30101,2021-04-04,3,3,1,2
30101,2021-04-11,2,2,1,3
30101,2021-04-18,2,2,1,4
30101,2021-04-25,4,4,1,5
30101,2021-05-09,2,2,1,7
30101,2021-05-16,2,2,1,8
30101,2021-05-23,2,2,1,9
30103,2021-04-04,1,1,1,2
30103,2021-04-18,1,2,0.5,4
30105,2021-03-28,1,1,1,1
30105,2021-04-04,3,7,0.42857142857142855,2
30105,2021-04-11,5,11,0.45454545454545453,3
30105,2021-04-18,5,5,1,4
30105,2021-04-25,5,8,0.625,5
30105,2021-05-02,4,5,0.8,6
30105,2021-05-09,0,4,0,7
30105,2021-05-16,5,8,0.625,8
30105,2021-05-23,3,3,1,9
30105,2021-05-30,1,1,1,10
30107,2021-03-28,3,3,1,1
30107,2021-04-04,0,1,0,2
30107,2021-04-11,2,2,1,3
30107,2021-04-18,1,2,0.5,4
30107,2021-04-25,2,2,1,5
30107,2021-05-02,1,1,1,6
30107,2021-05-09,0,2,0,7
30107,2021-05-16,1,2,0.5,8
30107,2021-05-30,0,1,0,10
30111,2021-03-28,33,69,0.4782608695652174,1
30111,2021-04-04,113,183,0.6174863387978142,2
30111,2021-04-11,86,146,0.589041095890411,3
30111,2021-04-18,94,146,0.6438356164383562,4
30111,2021-04-25,90,130,0.6923076923076923,5
30111,2021-05-02,73,119,0.6134453781512605,6
30111,2021-05-09,93,125,0.744,7
30111,2021-05-16,58,90,0.6444444444444445,8
30111,2021-05-23,75,107,0.7009345794392523,9
30111,2021-05-30,25,30,0.8333333333333334,10
31001,2021-03-28,5,10,0.5,1
31001,2021-04-04,22,26,0.8461538461538461,2
31001,2021-04-11,26,33,0.7878787878787878,3
31001,2021-04-18,17,22,0.7727272727272727,4
31001,2021-04-25,9,18,0.5,5
31001,2021-05-02,18,18,1,6
31001,2021-05-09,17,20,0.85,7
31001,2021-05-16,21,27,0.7777777777777778,8
31001,2021-05-23,6,15,0.4,9
31001,2021-05-30,7,7,1,10
31003,2021-03-28,1,1,1,1
31003,2021-04-04,7,8,0.875,2
31003,2021-04-11,5,5,1,3
31003,2021-04-18,3,3,1,4
31003,2021-04-25,3,3,1,5
31003,2021-05-02,0,4,0,6
31003,2021-05-09,3,3,1,7
31003,2021-05-16,2,2,1,8
31011,2021-03-28,0,1,0,1
31011,2021-04-04,1,2,0.5,2
31011,2021-04-11,4,5,0.8,3
31011,2021-04-18,2,2,1,4
31011,2021-04-25,0,1,0,5
31011,2021-05-02,1,1,1,6
31011,2021-05-09,2,2,1,7
31011,2021-05-30,0,2,0,10
31013,2021-04-04,2,4,0.5,2
31013,2021-04-11,2,8,0.25,3
31013,2021-04-18,0,3,0,4
31013,2021-04-25,5,5,1,5
31013,2021-05-02,5,5,1,6
31013,2021-05-09,2,4,0.5,7
31013,2021-05-16,2,2,1,8
31013,2021-05-23,3,4,0.75,9
31013,2021-05-30,0,1,0,10
31015,2021-04-11,1,1,1,3
31015,2021-04-25,2,2,1,5
31017,2021-03-28,1,1,1,1
31017,2021-04-11,2,2,1,3
31017,2021-04-18,4,5,0.8,4
31017,2021-04-25,1,1,1,5
31017,2021-05-02,1,1,1,6
31017,2021-05-09,1,1,1,7
31017,2021-05-16,0,1,0,8
31017,2021-05-23,0,1,0,9
31017,2021-05-30,1,1,1,10
31019,2021-03-28,9,15,0.6,1
31019,2021-04-04,23,33,0.696969696969697,2
31019,2021-04-11,32,43,0.7441860465116279,3
31019,2021-04-18,23,31,0.7419354838709677,4
31019,2021-04-25,16,27,0.5925925925925926,5
31019,2021-05-02,14,28,0.5,6
31019,2021-05-09,13,22,0.5909090909090909,7
31019,2021-05-16,16,20,0.8,8
31019,2021-05-23,18,20,0.9,9
31019,2021-05-30,10,11,0.9090909090909091,10
31021,2021-03-28,1,1,1,1
31021,2021-04-04,2,2,1,2
31021,2021-04-11,9,10,0.9,3
31021,2021-04-18,1,4,0.25,4
31021,2021-04-25,5,5,1,5
