fips,month,successes,trials,comm_mask_prop_most
8109,2021-05-01,8,13,0.6153846153846154
8111,2020-11-01,1,1,1
8111,2020-12-01,3,5,0.6
8111,2021-01-01,4,4,1
8111,2021-02-01,5,5,1
8111,2021-03-01,3,3,1
8113,2020-11-01,10,14,0.7142857142857143
8113,2020-12-01,39,42,0.9285714285714286
8113,2021-01-01,29,33,0.8787878787878788
8113,2021-02-01,25,33,0.7575757575757576
8113,2021-03-01,31,36,0.8611111111111112
8113,2021-04-01,23,29,0.7931034482758621
8113,2021-05-01,3,15,0.2
8115,2020-11-01,1,1,1
8115,2020-12-01,5,13,0.38461538461538464
8115,2021-01-01,3,14,0.21428571428571427
8115,2021-02-01,1,8,0.125
8115,2021-03-01,6,9,0.6666666666666666
8115,2021-04-01,4,11,0.36363636363636365
8115,2021-05-01,0,5,0
8117,2020-11-01,21,21,1
8117,2020-12-01,84,97,0.865979381443299
8117,2021-01-01,111,112,0.9910714285714286
8117,2021-02-01,75,84,0.8928571428571429
8117,2021-03-01,80,92,0.8695652173913043
8117,2021-04-01,61,66,0.9242424242424242
8117,2021-05-01,33,42,0.7857142857142857
8119,2020-11-01,18,21,0.8571428571428571
8119,2020-12-01,114,128,0.890625
8119,2021-01-01,87,119,0.7310924369747899
8119,2021-02-01,77,107,0.719626168224299
8119,2021-03-01,96,121,0.7933884297520661
8119,2021-04-01,70,100,0.7
8119,2021-05-01,34,67,0.5074626865671642
8121,2020-11-01,0,2,0
8121,2020-12-01,3,11,0.2727272727272727
8121,2021-01-01,4,15,0.26666666666666666
8121,2021-02-01,7,13,0.5384615384615384
8121,2021-03-01,3,21,0.14285714285714285
8121,2021-04-01,3,12,0.25
8121,2021-05-01,0,4,0
8123,2020-11-01,230,313,0.7348242811501597
8123,2020-12-01,988,1323,0.7467876039304611
8123,2021-01-01,940,1219,0.771123872026251
8123,2021-02-01,774,999,0.7747747747747747
8123,2021-03-01,742,1045,0.71004784688995215
8123,2021-04-01,665,968,0.6869834710743802
8123,2021-05-01,241,566,0.42579505300353354
8125,2020-11-01,2,10,0.2
8125,2020-12-01,7,38,0.18421052631578946
8125,2021-01-01,9,34,0.2647058823529412
8125,2021-02-01,10,20,0.5
8125,2021-03-01,8,32,0.25
8125,2021-04-01,10,35,0.2857142857142857
8125,2021-05-01,0,12,0
9001,2020-11-01,673,708,0.9505649717514124
9001,2020-12-01,3557,3799,0.9362990260594893
9001,2021-01-01,3667,3863,0.9492622314263526
9001,2021-02-01,2689,2823,0.9525327665603968
9001,2021-03-01,2908,3114,0.9338471419396275
9001,2021-04-01,2486,2729,0.9109563942836204
9001,2021-05-01,1477,1740,0.8488505747126437
9003,2020-11-01,794,873,0.9095074455899198
9003,2020-12-01,3964,4228,0.9375591296121097
9003,2021-01-01,3861,4123,0.9364540383216104
9003,2021-02-01,2982,3144,0.9484732824427481
9003,2021-03-01,3170,3402,0.9318048206937096
9003,2021-04-01,2703,2954,0.9150304671631686
9003,2021-05-01,1552,1881,0.8250930356193514
9005,2020-11-01,160,179,0.8938547486033519
9005,2020-12-01,891,984,0.9054878048780488
9005,2021-01-01,901,963,0.9356178608515057
9005,2021-02-01,709,769,0.9219765929778934
9005,2021-03-01,743,801,0.9275905118601748
9005,2021-04-01,648,711,0.9113924050632911
9005,2021-05-01,344,447,0.7695749440715883
9007,2020-11-01,164,173,0.9479768786127167
9007,2020-12-01,920,958,0.9603340292275574
9007,2021-01-01,882,930,0.9483870967741935
9007,2021-02-01,688,737,0.9335142469470827
9007,2021-03-01,761,803,0.9476961394769614
9007,2021-04-01,561,625,0.8976
9007,2021-05-01,346,416,0.8317307692307693
9009,2020-11-01,710,794,0.8942065491183879
9009,2020-12-01,3656,3961,0.9229992426155011
9009,2021-01-01,3648,3983,0.9158925433090636
9009,2021-02-01,2925,3119,0.9378005771080474
9009,2021-03-01,2964,3321,0.8925022583559169
9009,2021-04-01,2640,2946,0.8961303462321792
9009,2021-05-01,1431,1750,0.8177142857142857
9011,2020-11-01,273,282,0.9680851063829787
9011,2020-12-01,1465,1576,0.9295685279187818
9011,2021-01-01,1469,1567,0.9374601148691768
9011,2021-02-01,1252,1301,0.962336664104535
9011,2021-03-01,1330,1414,0.9405940594059405
9011,2021-04-01,986,1069,0.9223573433115061
9011,2021-05-01,600,712,0.8426966292134831
9013,2020-11-01,130,147,0.8843537414965986
9013,2020-12-01,667,704,0.9474431818181818
9013,2021-01-01,699,744,0.9395161290322581
9013,2021-02-01,517,566,0.9134275618374559
9013,2021-03-01,628,664,0.9457831325301205
9013,2021-04-01,518,559,0.9266547406082289
9013,2021-05-01,257,323,0.7956656346749226
9015,2020-11-01,108,114,0.9473684210526315
9015,2020-12-01,601,669,0.898355754857997
9015,2021-01-01,563,611,0.9214402618657938
9015,2021-02-01,479,519,0.9229287090558767
9015,2021-03-01,476,526,0.9049429657794676
9015,2021-04-01,395,431,0.9164733178654292
9015,2021-05-01,181,301,0.6013289036544851
10001,2020-11-01,161,167,0.9640718562874252
10001,2020-12-01,732,803,0.9115815691158157
10001,2021-01-01,828,883,0.9377123442808607
10001,2021-02-01,585,620,0.9435483870967742
10001,2021-03-01,620,684,0.9064327485380117
10001,2021-04-01,531,577,0.9202772963604853
10001,2021-05-01,297,372,0.7983870967741935
10003,2020-11-01,466,545,0.8550458715596331
10003,2020-12-01,2531,2742,0.9230488694383662
10003,2021-01-01,2431,2661,0.9135663284479519
10003,2021-02-01,1974,2143,0.921138590760616
10003,2021-03-01,2019,2236,0.9029516994633273
10003,2021-04-01,1719,1928,0.891597510373444
10003,2021-05-01,1037,1273,0.8146111547525531
10005,2020-11-01,237,272,0.8713235294117647
10005,2020-12-01,1303,1428,0.9124649859943977
10005,2021-01-01,1418,1578,0.8986058301647655
10005,2021-02-01,1143,1253,0.9122106943335994
10005,2021-03-01,1190,1362,0.8737151248164464
10005,2021-04-01,974,1119,0.870420017873101
10005,2021-05-01,473,653,0.7243491577335375
11001,2020-11-01,284,316,0.8987341772151899
11001,2020-12-01,1516,1631,0.9294911097486205
11001,2021-01-01,1706,1802,0.946725860155383
11001,2021-02-01,1462,1546,0.9456662354463131
11001,2021-03-01,1382,1506,0.9176626826029216
11001,2021-04-01,1231,1359,0.905813097866078
11001,2021-05-01,696,888,0.7837837837837838
12001,2020-11-01,153,223,0.6860986547085202
12001,2020-12-01,922,1218,0.7569786535303776
12001,2021-01-01,981,1352,0.7255917159763313
12001,2021-02-01,835,1097,0.7611668185961714
12001,2021-03-01,727,1065,0.6826291079812207
12001,2021-04-01,692,976,0.7090163934426229
12001,2021-05-01,303,571,0.5306479859894921
12003,2020-11-01,8,18,0.4444444444444444
12003,2020-12-01,21,69,0.30434782608695654
12003,2021-01-01,15,72,0.20833333333333334
12003,2021-02-01,11,47,0.23404255319148937
12003,2021-03-01,16,57,0.2807017543859649
12003,2021-04-01,7,46,0.15217391304347827
12003,2021-05-01,6,24,0.25
12005,2020-11-01,74,191,0.387434554973822
12005,2020-12-01,387,978,0.39570552147239263
12005,2021-01-01,461,1057,0.43614001892147586
12005,2021-02-01,317,831,0.381468110709988
12005,2021-03-01,263,821,0.32034104750304504
12005,2021-04-01,175,639,0.27386541471048514
12005,2021-05-01,58,437,0.13272311212814644
12007,2020-11-01,2,10,0.2
12007,2020-12-01,35,71,0.49295774647887325
12007,2021-01-01,29,82,0.35365853658536583
12007,2021-02-01,15,63,0.23809523809523808
12007,2021-03-01,17,59,0.288135593220339
12007,2021-04-01,10,56,0.17857142857142858
12007,2021-05-01,22,31,0.7096774193548387
12009,2020-11-01,226,322,0.7018633540372671
12009,2020-12-01,1141,1685,0.6771513353115727
12009,2021-01-01,1210,1860,0.6505376344086021
12009,2021-02-01,1042,1518,0.686429512516469
12009,2021-03-01,1021,1679,0.6081000595592615
12009,2021-04-01,817,1415,0.5773851590106007
12009,2021-05-01,438,891,0.49158249158249157
12011,2020-11-01,571,658,0.8677811550151976
12011,2020-12-01,2857,3316,0.8615802171290712
12011,2021-01-01,3130,3750,0.8346666666666667
12011,2021-02-01,2388,2858,0.8355493351994402
12011,2021-03-01,2670,3290,0.8115501519756839
12011,2021-04-01,2216,2788,0.7948350071736011
12011,2021-05-01,1335,1830,0.7295081967213115
12013,2020-11-01,3,6,0.5
12013,2020-12-01,9,41,0.21951219512195122
12013,2021-01-01,14,46,0.30434782608695654
12013,2021-02-01,10,34,0.29411764705882354
12013,2021-03-01,5,32,0.15625
12013,2021-04-01,3,27,0.1111111111111111
12013,2021-05-01,4,18,0.2222222222222222
12015,2020-11-01,121,200,0.605
12015,2020-12-01,818,1244,0.657556270096463
12015,2021-01-01,813,1244,0.6535369774919614
12015,2021-02-01,675,1088,0.6204044117647058
12015,2021-03-01,679,1249,0.5436349079263411
12015,2021-04-01,528,1017,0.5191740412979351
12015,2021-05-01,222,572,0.3881118881118881
12017,2020-11-01,66,162,0.4074074074074074
12017,2020-12-01,431,878,0.4908883826879271
12017,2021-01-01,435,997,0.436308926780341
12017,2021-02-01,380,779,0.4878048780487805
12017,2021-03-01,363,839,0.432657926102503
12017,2021-04-01,243,712,0.34129213483146065
12017,2021-05-01,94,475,0.19789473684210526
12019,2020-11-01,87,127,0.6850393700787402
12019,2020-12-01,324,656,0.49390243902439024
12019,2021-01-01,364,740,0.4918918918918919
12019,2021-02-01,304,589,0.5161290322580645
12019,2021-03-01,315,644,0.4891304347826087
12019,2021-04-01,189,518,0.36486486486486486
12019,2021-05-01,88,332,0.26506024096385544
12021,2020-11-01,203,279,0.7275985663082437
12021,2020-12-01,1071,1434,0.7468619246861925
12021,2021-01-01,1247,1656,0.7530193236714976
12021,2021-02-01,1005,1434,0.700836820083682
12021,2021-03-01,987,1524,0.6476377952755905
12021,2021-04-01,794,1332,0.5960960960960962
12021,2021-05-01,391,793,0.4930643127364439
12023,2020-11-01,19,59,0.3220338983050847
12023,2020-12-01,95,272,0.3492647058823529
12023,2021-01-01,91,321,0.2834890965732087
12023,2021-02-01,92,239,0.38493723849372385
12023,2021-03-01,76,226,0.336283185840708
12023,2021-04-01,71,191,0.3717277486910995
12023,2021-05-01,15,123,0.12195121951219512
12027,2020-11-01,6,23,0.2608695652173913
12027,2020-12-01,56,120,0.4666666666666667
12027,2021-01-01,47,110,0.42727272727272725
12027,2021-02-01,70,95,0.7368421052631579
12027,2021-03-01,54,118,0.4576271186440678
12027,2021-04-01,35,92,0.3804347826086957
12027,2021-05-01,20,51,0.39215686274509803
12029,2020-11-01,2,2,1
12029,2020-12-01,19,61,0.3114754098360656
12029,2021-01-01,26,50,0.52
12029,2021-02-01,6,45,0.13333333333333333
12029,2021-03-01,7,48,0.14583333333333334
12029,2021-04-01,21,45,0.4666666666666667
12029,2021-05-01,3,21,0.14285714285714285
12031,2020-11-01,395,516,0.7655038759689923
12031,2020-12-01,2001,2865,0.6984293193717277
12031,2021-01-01,2244,3064,0.7323759791122716
12031,2021-02-01,1775,2444,0.7262684124386252
12031,2021-03-01,1753,2625,0.6678095238095239
12031,2021-04-01,1188,2100,0.5657142857142857
12031,2021-05-01,647,1417,0.4565984474241355
12033,2020-11-01,137,283,0.4840989399293286
12033,2020-12-01,870,1516,0.5738786279683378
12033,2021-01-01,1007,1722,0.5847851335656213
12033,2021-02-01,765,1328,0.5760542168674698
12033,2021-03-01,663,1338,0.49551569506726456
12033,2021-04-01,475,1044,0.4549808429118774
12033,2021-05-01,158,675,0.23407407407407407
12035,2020-11-01,87,127,0.6850393700787402
12035,2020-12-01,402,628,0.6401273885350318
12035,2021-01-01,440,662,0.6646525679758308
12035,2021-02-01,426,580,0.7344827586206897
12035,2021-03-01,353,596,0.5922818791946308
12035,2021-04-01,265,490,0.5408163265306123
12035,2021-05-01,103,305,0.3377049180327869
12037,2020-11-01,0,3,0
12037,2020-12-01,10,41,0.24390243902439024
12037,2021-01-01,13,58,0.22413793103448276
12037,2021-02-01,31,69,0.4492753623188406
12037,2021-03-01,27,58,0.46551724137931033
12037,2021-04-01,5,30,0.16666666666666666
12037,2021-05-01,0,22,0
12039,2020-11-01,12,19,0.631578947368421
12039,2020-12-01,82,141,0.5815602836879432
12039,2021-01-01,124,162,0.7654320987654321
12039,2021-02-01,120,151,0.7947019867549668
12039,2021-03-01,98,122,0.8032786885245902
12039,2021-04-01,67,97,0.6907216494845361
12039,2021-05-01,31,72,0.4305555555555556
12041,2020-11-01,7,10,0.7
12041,2020-12-01,23,63,0.36507936507936506
12041,2021-01-01,13,53,0.24528301886792453
12041,2021-02-01,26,73,0.3561643835616438
12041,2021-03-01,10,54,0.18518518518518517
12041,2021-04-01,3,36,0.08333333333333333
12041,2021-05-01,3,39,0.07692307692307693
12043,2020-11-01,1,2,0.5
12043,2020-12-01,17,34,0.5
12043,2021-01-01,3,25,0.12
12043,2021-02-01,12,18,0.6666666666666666
12043,2021-03-01,4,20,0.2
12043,2021-04-01,8,15,0.5333333333333333
12043,2021-05-01,5,7,0.7142857142857143
12045,2020-11-01,4,16,0.25
12045,2020-12-01,32,85,0.3764705882352941
12045,2021-01-01,24,71,0.3380281690140845
12045,2021-02-01,11,69,0.15942028985507245
12045,2021-03-01,40,61,0.6557377049180327
12045,2021-04-01,19,44,0.4318181818181818
12045,2021-05-01,3,28,0.10714285714285714
12047,2020-11-01,6,12,0.5
12047,2020-12-01,23,45,0.5111111111111111
12047,2021-01-01,32,52,0.6153846153846154
12047,2021-02-01,22,51,0.43137254901960786
12047,2021-03-01,19,37,0.5135135135135135
12047,2021-04-01,10,30,0.3333333333333333
12047,2021-05-01,14,15,0.9333333333333333
12049,2020-11-01,7,8,0.875
12049,2020-12-01,15,49,0.30612244897959184
12049,2021-01-01,15,58,0.25862068965517243
12049,2021-02-01,25,49,0.5102040816326531
12049,2021-03-01,10,47,0.2127659574468085
12049,2021-04-01,23,45,0.5111111111111111
12049,2021-05-01,9,29,0.3103448275862069
12051,2020-11-01,8,17,0.47058823529411764
12051,2020-12-01,74,102,0.7254901960784313
12051,2021-01-01,84,137,0.6131386861313869
12051,2021-02-01,61,98,0.6224489795918368
12051,2021-03-01,64,105,0.6095238095238096
12051,2021-04-01,55,82,0.6707317073170732
12051,2021-05-01,14,50,0.28
12053,2020-11-01,108,193,0.5595854922279793
12053,2020-12-01,669,1097,0.609845031905196
12053,2021-01-01,636,1075,0.5916279069767442
12053,2021-02-01,480,874,0.5491990846681922
12053,2021-03-01,472,910,0.5186813186813187
12053,2021-04-01,405,829,0.48854041013269
12053,2021-05-01,196,517,0.379110251450677
12055,2020-11-01,30,56,0.5357142857142857
12055,2020-12-01,186,330,0.5636363636363636
12055,2021-01-01,210,362,0.580110497237569
12055,2021-02-01,167,295,0.5661016949152542
12055,2021-03-01,151,328,0.4603658536585366
12055,2021-04-01,121,259,0.4671814671814672
12055,2021-05-01,55,169,0.3254437869822485
12057,2020-11-01,656,835,0.7856287425149701
12057,2020-12-01,3456,4374,0.7901234567901234
12057,2021-01-01,3623,4669,0.7759691582780038
12057,2021-02-01,2758,3677,0.7500679902094098
12057,2021-03-01,3000,4006,0.7488766849725412
12057,2021-04-01,2589,3513,0.7369769427839453
12057,2021-05-01,1262,2242,0.5628902765388046
12059,2020-11-01,5,8,0.625
12059,2020-12-01,11,67,0.16417910447761194
12059,2021-01-01,4,58,0.06896551724137931
12059,2021-02-01,17,48,0.3541666666666667
12059,2021-03-01,8,45,0.17777777777777778
12059,2021-04-01,7,34,0.20588235294117646
12059,2021-05-01,9,17,0.5294117647058824
12061,2020-11-01,45,61,0.7377049180327869
12061,2020-12-01,289,391,0.7391304347826086
12061,2021-01-01,325,474,0.6856540084388185
12061,2021-02-01,271,375,0.7226666666666667
12061,2021-03-01,269,416,0.6466346153846154
12061,2021-04-01,208,329,0.6322188449848024
12061,2021-05-01,91,205,0.44390243902439025
12063,2020-11-01,14,35,0.4
12063,2020-12-01,70,169,0.41420118343195267
12063,2021-01-01,62,158,0.3924050632911392
12063,2021-02-01,54,151,0.3576158940397351
12063,2021-03-01,45,130,0.34615384615384615
12063,2021-04-01,31,106,0.29245283018867924
12063,2021-05-01,5,63,0.07936507936507936
12065,2020-11-01,9,11,0.8181818181818182
12065,2020-12-01,45,63,0.7142857142857143
12065,2021-01-01,44,69,0.6376811594202898
12065,2021-02-01,47,60,0.7833333333333333
12065,2021-03-01,28,49,0.5714285714285714
12065,2021-04-01,22,37,0.5945945945945946
12065,2021-05-01,12,30,0.4
12067,2020-11-01,2,4,0.5
12067,2020-12-01,0,13,0
12067,2021-01-01,1,17,0.058823529411764705
12067,2021-02-01,7,19,0.3684210526315789
12067,2021-03-01,5,24,0.20833333333333334
12067,2021-04-01,2,12,0.16666666666666666
12067,2021-05-01,0,3,0
12069,2020-11-01,157,202,0.7772277227722773
12069,2020-12-01,669,1049,0.6377502383222117
12069,2021-01-01,842,1229,0.6851098454027664
12069,2021-02-01,628,1002,0.626746506986028
12069,2021-03-01,627,1008,0.6220238095238095
12069,2021-04-01,482,880,0.5477272727272727
12069,2021-05-01,272,563,0.48312611012433393
12071,2020-11-01,442,708,0.6242937853107344
12071,2020-12-01,2354,3590,0.6557103064066853
12071,2021-01-01,2555,3991,0.6401904284640441
12071,2021-02-01,2153,3360,0.6407738095238096
12071,2021-03-01,2053,3675,0.5586394557823129
12071,2021-04-01,1769,3093,0.5719366311024895
12071,2021-05-01,764,1951,0.3915940543311123
12073,2020-11-01,195,262,0.7442748091603053
12073,2020-12-01,1085,1374,0.789665211062591
12073,2021-01-01,1215,1547,0.7853910795087266
12073,2021-02-01,955,1227,0.778321108394458
12073,2021-03-01,932,1306,0.7136294027565084
12073,2021-04-01,783,1101,0.7111716621253406
12073,2021-05-01,369,684,0.5394736842105263
12075,2020-11-01,14,39,0.358974358974359
12075,2020-12-01,72,174,0.41379310344827586
12075,2021-01-01,115,204,0.5637254901960784
12075,2021-02-01,56,157,0.35668789808917195
12075,2021-03-01,55,165,0.3333333333333333
12075,2021-04-01,40,135,0.2962962962962963
12075,2021-05-01,7,67,0.1044776119402985
12077,2020-11-01,0,3,0
12077,2020-12-01,5,18,0.2777777777777778
12077,2021-01-01,8,21,0.38095238095238093
12077,2021-02-01,2,19,0.10526315789473684
12077,2021-03-01,3,25,0.12
12077,2021-04-01,1,10,0.1
12077,2021-05-01,3,9,0.3333333333333333
12079,2020-11-01,4,12,0.3333333333333333
12079,2020-12-01,23,61,0.3770491803278688
12079,2021-01-01,16,56,0.2857142857142857
12079,2021-02-01,21,61,0.3442622950819672
12079,2021-03-01,21,52,0.40384615384615385
12079,2021-04-01,10,38,0.2631578947368421
12079,2021-05-01,2,26,0.07692307692307693
12081,2020-11-01,267,402,0.664179104477612
12081,2020-12-01,1462,2079,0.7032227032227032
12081,2021-01-01,1582,2199,0.7194179172351068
12081,2021-02-01,1250,1769,0.7066139061616733
12081,2021-03-01,1413,2066,0.6839303000968054
12081,2021-04-01,1064,1749,0.6083476272155517
12081,2021-05-01,549,1090,0.5036697247706422
12083,2020-11-01,192,317,0.6056782334384858
12083,2020-12-01,1065,1773,0.6006768189509306
12083,2021-01-01,1219,2003,0.6085871193210185
12083,2021-02-01,912,1559,0.584990378447723
12083,2021-03-01,922,1665,0.5537537537537538
12083,2021-04-01,737,1412,0.5219546742209632
12083,2021-05-01,319,885,0.36045197740112994
12085,2020-11-01,50,70,0.7142857142857143
12085,2020-12-01,251,341,0.7360703812316716
12085,2021-01-01,303,402,0.753731343283582
12085,2021-02-01,209,316,0.6613924050632911
12085,2021-03-01,261,350,0.7457142857142857
12085,2021-04-01,205,330,0.6212121212121212
12085,2021-05-01,119,202,0.5891089108910891
12086,2020-11-01,652,753,0.8658698539176627
12086,2020-12-01,3562,4006,0.889166250624064
12086,2021-01-01,3987,4613,0.8642965532191632
12086,2021-02-01,3287,3823,0.8597959717499346
12086,2021-03-01,3655,4264,0.8571763602251408
12086,2021-04-01,3022,3640,0.8302197802197803
12086,2021-05-01,1842,2363,0.7795175624206517
12087,2020-11-01,36,46,0.782608695652174
12087,2020-12-01,185,250,0.74
12087,2021-01-01,230,296,0.777027027027027
12087,2021-02-01,168,238,0.7058823529411765
12087,2021-03-01,156,249,0.6265060240963856
12087,2021-04-01,160,213,0.7511737089201878
12087,2021-05-01,52,115,0.45217391304347826
12089,2020-11-01,28,50,0.56
12089,2020-12-01,186,305,0.6098360655737705
12089,2021-01-01,210,327,0.6422018348623854
12089,2021-02-01,145,256,0.56640625
12089,2021-03-01,125,265,0.4716981132075472
12089,2021-04-01,75,197,0.38071065989847713
12089,2021-05-01,39,143,0.2727272727272727
12091,2020-11-01,105,211,0.4976303317535545
12091,2020-12-01,502,1051,0.4776403425309229
12091,2021-01-01,511,1118,0.45706618962432916
12091,2021-02-01,384,859,0.4470314318975553
12091,2021-03-01,329,935,0.3518716577540107
12091,2021-04-01,262,742,0.353099730458221
12091,2021-05-01,110,489,0.2249488752556237
12093,2020-11-01,6,10,0.6
12093,2020-12-01,29,84,0.34523809523809523
12093,2021-01-01,65,111,0.5855855855855856
12093,2021-02-01,43,81,0.5308641975308642
12093,2021-03-01,62,95,0.6526315789473685
12093,2021-04-01,9,64,0.140625
12093,2021-05-01,9,32,0.28125
12095,2020-11-01,470,587,0.8006814310051107
12095,2020-12-01,2617,3192,0.8198621553884712
12095,2021-01-01,2867,3477,0.8245614035087719
12095,2021-02-01,2114,2578,0.8200155159038014
12095,2021-03-01,2270,2840,0.7992957746478874
12095,2021-04-01,1978,2536,0.7799684542586751
12095,2021-05-01,1000,1522,0.657030223390276
12097,2020-11-01,137,177,0.7740112994350282
12097,2020-12-01,721,905,0.7966850828729282
12097,2021-01-01,719,899,0.7997775305895439
12097,2021-02-01,580,739,0.7848443843031123
12097,2021-03-01,581,777,0.7477477477477478
12097,2021-04-01,516,673,0.7667161961367014
12097,2021-05-01,315,459,0.6862745098039216
12099,2020-11-01,364,473,0.7695560253699789
12099,2020-12-01,2310,2749,0.8403055656602401
12099,2021-01-01,2650,3142,0.8434118395926161
12099,2021-02-01,2116,2605,0.8122840690978886
12099,2021-03-01,2287,2801,0.8164941092466976
12099,2021-04-01,1771,2236,0.7920393559928444
12099,2021-05-01,1032,1532,0.6736292428198434
12101,2020-11-01,349,475,0.7347368421052631
12101,2020-12-01,1895,2512,0.7543789808917197
12101,2021-01-01,1906,2594,0.7347725520431766
12101,2021-02-01,1569,2142,0.7324929971988795
12101,2021-03-01,1594,2300,0.6930434782608695
12101,2021-04-01,1284,2017,0.6365889935547844
12101,2021-05-01,573,1253,0.4573024740622506
12103,2020-11-01,734,959,0.7653806047966631
12103,2020-12-01,4140,5328,0.777027027027027
12103,2021-01-01,4301,5565,0.7728661275831087
12103,2021-02-01,3445,4557,0.7559798112793504
12103,2021-03-01,3581,4824,0.742330016583748
12103,2021-04-01,2945,4174,0.7055582175371347
12103,2021-05-01,1514,2725,0.5555963302752294
12105,2020-11-01,309,512,0.603515625
12105,2020-12-01,1767,2639,0.669571807502842
12105,2021-01-01,1879,2885,0.6512998266897747
12105,2021-02-01,1496,2228,0.6714542190305206
12105,2021-03-01,1404,2342,0.5994876174210076
12105,2021-04-01,1157,1954,0.5921187308085978
12105,2021-05-01,535,1264,0.42325949367088606
12107,2020-11-01,26,54,0.48148148148148145
12107,2020-12-01,160,355,0.4507042253521127
12107,2021-01-01,195,377,0.5172413793103449
12107,2021-02-01,129,308,0.41883116883116883
12107,2021-03-01,99,302,0.32781456953642385
12107,2021-04-01,97,271,0.35793357933579334
12107,2021-05-01,33,174,0.1896551724137931
12109,2020-11-01,119,175,0.68
12109,2020-12-01,609,912,0.6677631578947368
12109,2021-01-01,701,1064,0.6588345864661654
12109,2021-02-01,545,891,0.611672278338945
12109,2021-03-01,510,878,0.5808656036446469
12109,2021-04-01,342,757,0.45178335535006603
12109,2021-05-01,170,483,0.35196687370600416
12111,2020-11-01,103,124,0.8306451612903226
12111,2020-12-01,532,709,0.7503526093088858
12111,2021-01-01,574,725,0.7917241379310345
12111,2021-02-01,500,671,0.7451564828614009
12111,2021-03-01,502,681,0.737151248164464
12111,2021-04-01,405,574,0.705574912891986
12111,2021-05-01,196,385,0.509090909090909
12113,2020-11-01,77,178,0.43258426966292135
12113,2020-12-01,490,1002,0.48902195608782434
12113,2021-01-01,422,1012,0.41699604743083
12113,2021-02-01,331,826,0.400726392251816
12113,2021-03-01,297,802,0.37032418952618457
12113,2021-04-01,212,663,0.31975867269984914
12113,2021-05-01,85,442,0.19230769230769232
12115,2020-11-01,314,459,0.6840958605664488
12115,2020-12-01,1816,2569,0.7068898404048268
12115,2021-01-01,1896,2759,0.6872055092424791
12115,2021-02-01,1582,2370,0.6675105485232068
12115,2021-03-01,1575,2530,0.6225296442687747
12115,2021-04-01,1177,2177,0.5406522737712448
12115,2021-05-01,592,1299,0.45573518090839105
12117,2020-11-01,140,168,0.8333333333333334
12117,2020-12-01,855,1038,0.8236994219653179
12117,2021-01-01,875,1093,0.8005489478499542
12117,2021-02-01,686,878,0.7813211845102506
12117,2021-03-01,715,937,0.7630736392742796
12117,2021-04-01,611,804,0.7599502487562189
12117,2021-05-01,311,545,0.5706422018348624
12119,2020-11-01,64,91,0.7032967032967034
12119,2020-12-01,374,585,0.6393162393162393
12119,2021-01-01,409,591,0.6920473773265652
12119,2021-02-01,337,520,0.6480769230769231
12119,2021-03-01,301,529,0.5689981096408318
12119,2021-04-01,211,393,0.5368956743002544
12119,2021-05-01,91,233,0.3905579399141631
12121,2020-11-01,13,39,0.3333333333333333
12121,2020-12-01,39,159,0.24528301886792453
12121,2021-01-01,63,195,0.3230769230769231
12121,2021-02-01,56,142,0.39436619718309857
12121,2021-03-01,37,159,0.23270440251572327
12121,2021-04-01,19,111,0.17117117117117117
12121,2021-05-01,10,65,0.15384615384615385
12123,2020-11-01,8,8,1
12123,2020-12-01,12,59,0.2033898305084746
12123,2021-01-01,18,60,0.3
12123,2021-02-01,8,58,0.13793103448275862
12123,2021-03-01,20,57,0.3508771929824561
12123,2021-04-01,8,54,0.14814814814814814
12123,2021-05-01,3,27,0.1111111111111111
12125,2020-11-01,4,9,0.4444444444444444
12125,2020-12-01,5,31,0.16129032258064516
12125,2021-01-01,15,54,0.2777777777777778
12125,2021-02-01,4,27,0.14814814814814814
12125,2021-03-01,10,35,0.2857142857142857
12125,2021-04-01,9,31,0.2903225806451613
12125,2021-05-01,7,17,0.4117647058823529
12127,2020-11-01,243,415,0.5855421686746988
12127,2020-12-01,1497,2426,0.6170651277823578
12127,2021-01-01,1606,2546,0.6307934014139828
12127,2021-02-01,1242,2081,0.596828447861605
12127,2021-03-01,1272,2211,0.5753052917232022
12127,2021-04-01,968,1934,0.500517063081696
12127,2021-05-01,454,1165,0.38969957081545065
12129,2020-11-01,6,31,0.1935483870967742
12129,2020-12-01,70,139,0.5035971223021583
12129,2021-01-01,69,168,0.4107142857142857
12129,2021-02-01,65,143,0.45454545454545453
12129,2021-03-01,51,124,0.4112903225806452
12129,2021-04-01,31,105,0.29523809523809524
12129,2021-05-01,29,75,0.38666666666666666
12131,2020-11-01,31,64,0.484375
12131,2020-12-01,132,375,0.352
12131,2021-01-01,164,390,0.4205128205128205
12131,2021-02-01,127,319,0.3981191222570533
12131,2021-03-01,82,309,0.26537216828478966
12131,2021-04-01,55,248,0.2217741935483871
12131,2021-05-01,24,148,0.16216216216216217
12133,2020-11-01,7,18,0.3888888888888889
12133,2020-12-01,34,99,0.3434343434343434
12133,2021-01-01,25,85,0.29411764705882354
12133,2021-02-01,7,70,0.1
12133,2021-03-01,11,78,0.14102564102564102
12133,2021-04-01,19,61,0.3114754098360656
12133,2021-05-01,4,37,0.10810810810810811
13001,2020-11-01,0,5,0
13001,2020-12-01,9,44,0.20454545454545456
13001,2021-01-01,14,47,0.2978723404255319
