"fips","month","mask_grocery_very_prop","mask_grocery_some_prop","mask_grocery_very_suc","mask_grocery_some_suc","total_obs","mask_grocery_some_only_prop","mask_grocery_notso_only_prop","mask_grocery_notatall_only_prop"
6029,2021-02-01,0.892482217154277,0.918016452965068,232,243,247,0.0255342358107908,0.0181989468727101,0.00193337257435835
6029,2021-03-01,0.87321030868614,0.894107459853647,177,182,189,0.020897151167507,0.0115508948986833,0.020762739794571
6029,2021-04-01,0.833012636065888,0.87996695567665,159,171,182,0.0469543196107613,0.0231956194850367,0.0148173186891911
6029,2021-05-01,0.753149007445837,0.835675542345181,109,122,128,0.0825265348993441,0.0180317179552153,0.0185019614727186
6029,2021-06-01,0.638758769380076,0.739685322049417,87,102,119,0.10092655266934,0.0378534068366989,0.0662786029853482
6031,2020-06-01,0.786679231952474,0.88087120546723,48,54,60,0.0941919735147554,0.0468511696456778,0.0319648871940624
6031,2020-07-01,0.781903907918801,0.891911035915422,34,39,42,0.110007127996621,0.0213000167363105,0.0443535556301551
6031,2020-08-01,0.805285287917113,0.891014848393723,29,32,33,0.0857295604766107,0.0251727470520034,2.06369141327484e-05
6031,2020-09-01,0.828730151386828,0.86977012162302,25,26,27,0.0410399702361919,0.0896998213432862,0.000677227712764479
6031,2020-10-01,0.76352926609237,0.855323439407071,21,24,24,0.091794173314701,0,0
6031,2020-11-01,0.7303300727009,0.955273910813152,17,22,22,0.224943838112253,0,6.19107423982453e-05
6031,2020-12-01,0.814424023726554,0.815214122724779,26,27,29,0.000790098998225225,0.00160967930235437,0.0448499106716431
6031,2021-01-01,0.781292489932133,0.796747769739207,26,27,30,0.0154552798070743,0,0.0759460551064569
6031,2021-02-01,0.952824014292536,0.952824014292536,26,26,26,0,0,0.00474059398935135
6031,2021-03-01,0.899535193195532,0.899535193195532,30,30,31,0,0,0.0165492176795309
6031,2021-04-01,0.832131197988307,0.911245545866032,38,42,42,0.0791143478777249,0,2.75158855103312e-05
6031,2021-05-01,0.87093533514208,0.87093533514208,17,17,18,0,0,0.0691881325670439
6031,2021-06-01,0.563128320332077,0.766820559083484,12,16,18,0.203692238751407,0,0.0563623606271263
6033,2020-06-01,0.735650465122853,0.738174004015041,21,22,26,0.00252353889218763,0.132510532417225,0.10153532954449
6033,2020-07-01,0.81142590550513,0.944694206463651,26,29,29,0.13326830095852,0,0
6033,2020-08-01,0.696141530240053,0.737318686911526,12,13,14,0.0411771566714733,0.0570871151073034,0
6033,2020-09-01,0.714849193558158,0.714849193558158,18,18,20,0,0.0235298038122704,0.0366655356688438
6033,2020-10-01,0.900627703791668,0.900627703791668,16,16,16,0,0,0
6033,2020-11-01,0.709538552888284,0.709538552888284,12,12,12,0,0,0
6033,2020-12-01,0.877470523369241,0.906438205106453,29,30,30,0.0289676817372126,0,0
6033,2021-01-01,0.889261175672235,0.889261175672235,21,21,21,0,0,0
6033,2021-02-01,0.744168292476036,0.837581643905334,15,16,16,0.093413351429298,0,0
6033,2021-03-01,0.566142166426329,0.708859954194587,13,14,14,0.142717787768258,0,0
6033,2021-04-01,0.857826504933976,0.858024429552971,33,34,34,0.000197924618995108,0,0
6033,2021-05-01,0.621002629569937,0.621002629569937,14,14,16,0,0,0.329544490626855
6033,2021-06-01,0.661888200865211,0.755640851641359,15,17,18,0.0937526507761472,0,0.0570871151073034
6035,2020-06-01,0.739276233058544,0.739276233058544,1,1,3,0,0.00202598854268548,0.00202598854268548
6035,2020-07-01,0.46290345116669,0.647722509431326,3,4,5,0.184819058264636,0,0.184819058264636
6035,2020-08-01,0.819470448511946,0.840938940897024,8,10,12,0.0214684923850775,0,0.071524381724186
6035,2020-09-01,0.739276233058544,0.846374179125332,2,4,4,0.107097946066788,0,0
6035,2020-10-01,0.751921196031857,0.76861813609054,3,3,3,0.0166969400586838,0,0
6035,2020-11-01,0.364056945026625,0.692624159719311,5,9,10,0.328567214692686,0,0.0821418036731715
6035,2020-12-01,0.589399655349075,0.83582506636859,5,6,6,0.246425411019515,0,0
6035,2021-01-01,0.598050859298589,0.782869917563225,5,6,6,0.184819058264636,0,0
6035,2021-02-01,0.604862372502445,0.7526896744446,9,11,12,0.147827301942154,0,0.0798518932513623
6035,2021-03-01,0.739276233058544,0.739276233058544,2,2,2,0,0,0
6035,2021-04-01,0.659238042010153,0.659238042010153,7,7,8,0,0,0.123212705509757
6035,2021-05-01,0.0083484700293419,0.0083484700293419,0,0,3,0,0.745424060360486,0.0083484700293419
6035,2021-06-01,0.43654231288715,0.5158253325083,9,11,19,0.07928301962115,0.0528054452184674,0.317774140535074
6037,2020-06-01,0.91633354790147,0.942859136334526,4485,4653,4811,0.026525588433056,0.00935400732393442,0.012738609287357
6037,2020-07-01,0.920720659682631,0.946699690926685,4538,4675,4813,0.0259790312440551,0.00706191463025425,0.0147852692933617
6037,2020-08-01,0.918426239524473,0.945936878982737,3904,4037,4141,0.0275106394582639,0.00913989835822112,0.0113712918623612
6037,2020-09-01,0.912234579088571,0.946233680958805,2826,2936,3016,0.033999101870234,0.00863570538056249,0.00938341794716725
6037,2020-10-01,0.916380976889723,0.943241857318673,2347,2416,2464,0.0268608804289503,0.00541854141257922,0.0101203560984596
6037,2020-11-01,0.90532555988404,0.934407777544109,2731,2820,2904,0.0290822176600696,0.01103803638539,0.0152181829419965
6037,2020-12-01,0.926223014028451,0.950528035173134,3157,3238,3294,0.0243050211446819,0.00666722839175926,0.00795833530215585
6037,2021-01-01,0.91026111690303,0.937790498961225,3278,3361,3442,0.0275293820581953,0.0128677545093395,0.00915328732582606
6037,2021-02-01,0.910825939034372,0.939746970814206,3011,3105,3181,0.0289210317798346,0.0092158257559316,0.0122268271124183
6037,2021-03-01,0.90846999974051,0.939567181833202,3021,3128,3215,0.0310971820926922,0.00812158263724376,0.0104126383913664
6037,2021-04-01,0.904508114277936,0.936421445468407,2779,2875,2970,0.0319133311904704,0.0101576032880212,0.0163440111493502
6037,2021-05-01,0.890686939118491,0.933488923738545,2358,2477,2564,0.042801984620054,0.0128566007371311,0.0136071124986632
6037,2021-06-01,0.800528423176038,0.888316431299985,1789,1972,2129,0.087788008123946,0.0291178092683732,0.035396958757863
6039,2020-06-01,0.726837054986983,0.853991499236024,35,41,44,0.127154444249042,0.0271187389086954,0.0444201460340804
6039,2020-07-01,0.865377041725487,0.886833631523791,68,70,77,0.0214565897983039,0.0228681622698713,0.0664608946585872
6039,2020-08-01,0.91437326469381,0.956434155621989,35,37,37,0.0420608909281789,0,0
6039,2020-09-01,0.841541007607608,0.879477423033671,31,33,35,0.0379364154260634,0.0594573854098385,0.0208407275362782
6039,2020-10-01,0.659137502864419,0.726756489578834,16,18,22,0.0676189867144156,0.0216885961406256,0.0970360570645944
6039,2020-11-01,0.80680968343041,0.80680968343041,26,26,27,0,0,0.0274322708774098
6039,2020-12-01,0.889846130889789,0.926648867288042,41,43,44,0.0368027363982533,6.39498633071668e-07,0.000703448496378837
6039,2021-01-01,0.947594521792347,0.968168340636322,36,37,37,0.020573818843975,6.14902531799681e-07,0
6039,2021-02-01,0.897781472658765,0.898863291179711,24,24,26,0.00108181852094624,0.0594893603414921,0
6039,2021-03-01,0.90395608274485,0.906120660225909,29,29,30,0.00216457748105877,0,0.0352692900530689
6039,2021-04-01,0.920053535171279,0.920054677133124,21,21,22,1.14196184477084e-06,0.00105517274456825,0.018073830117188
6039,2021-05-01,0.919595481586877,0.955744918206345,20,22,22,0.0361494366194679,0,1.77638509186574e-06
6039,2021-06-01,0.678649805219372,0.788549776974849,10,13,14,0.109899971755476,0,0.036147660234376
6041,2020-06-01,0.888560565924946,0.908810028424921,302,308,309,0.0202494624999754,0.00388570503998064,0
6041,2020-07-01,0.905583110441712,0.905583110441712,247,247,248,0,0.00473655509101768,0
6041,2020-08-01,0.920823116179394,0.935065890595764,209,211,213,0.0142427744163701,0.00448410946606173,0.00402812453242222
6041,2020-09-01,0.882353027554472,0.882353027554472,151,151,153,0,0.00510023012554886,0.00709736684930795
6041,2020-10-01,0.881948952770057,0.882137941779841,120,120,121,0.000188989009784148,0,0.00627775325248642
6041,2020-11-01,0.874283840883205,0.884118925816968,136,138,139,0.00983508493376313,0.0047836683817883,0
6041,2020-12-01,0.874915733984261,0.874983770027783,128,128,128,6.80360435222932e-05,0,0
6041,2021-01-01,0.885398615799299,0.896660520917186,166,168,168,0.0112619051178868,0,0
6041,2021-02-01,0.871836639301385,0.888928562154299,138,140,140,0.0170919228529137,0,0
6041,2021-03-01,0.863652534072792,0.886794064545401,179,183,184,0.0231415304726089,0,0.0030498680417838
6041,2021-04-01,0.886106503904323,0.886196025014221,123,123,124,8.95211098977542e-05,0,0.00645893876047865
6041,2021-05-01,0.850427016644346,0.868842781341156,127,130,131,0.0184157646968097,0.000113393405870489,0.00744934084672846
6041,2021-06-01,0.787946554146986,0.823337451224436,76,79,84,0.0353908970774508,0.00645893876047865,0.035786980136353
6043,2020-06-01,0.734569718378961,0.734569718378961,5,5,5,0,0,0
6043,2020-07-01,0.839453929938179,0.896759395545087,13,14,15,0.057305465606908,0.0900426847218132,0.00417034638406437
6043,2020-08-01,0.901972328525168,0.901972328525168,7,7,7,0,0,0
6043,2020-09-01,0.931311941909526,0.931311941909526,6,6,6,0,0,0
6043,2020-10-01,0.118143459915611,0.118143459915611,1,1,1,0,0,0
6043,2020-11-01,0.409331763320576,0.76950250220783,3,4,4,0.360170738887253,0,0
6043,2020-12-01,0.879109017760768,0.879109017760768,6,6,6,0,0,0
6043,2021-01-01,0.669978412324599,0.850063781768225,6,7,7,0.180085369443626,0,0
6043,2021-02-01,0.72750466097537,0.72750466097537,7,7,7,0,0,0
6043,2021-03-01,0.893631635757039,0.893631635757039,3,3,4,0,0.0285546070061819,0
6043,2021-04-01,0.768226866843292,0.768226866843292,7,7,7,0,0,0.0551466980669217
6043,2021-05-01,0.720341477774506,0.775488175841428,2,2,2,0.0551466980669217,0,0
6043,2021-06-01,0.734569718378961,0.738789127661661,2,2,2,0.00421940928270042,0,0
6045,2020-06-01,0.832618779870676,0.927635145989797,56,59,61,0.0950163661191212,0.00259046548054138,0.00902897706735208
6045,2020-07-01,0.976112494477688,0.98694726695851,66,67,67,0.0108347724808225,0,0
6045,2020-08-01,0.876086891039799,0.924454797381419,34,35,35,0.0483679063416201,0,0
6045,2020-09-01,0.844592152295271,0.844592152295271,22,22,22,0,0,0
6045,2020-10-01,0.912285633961201,0.937587854933931,22,23,24,0.0253022209727298,0,0.00626531185991405
6045,2020-11-01,0.892264749588335,0.892264749588335,18,18,18,0,0,0
6045,2020-12-01,0.936195563409506,0.938350937788664,34,35,35,0.00215537437915847,0,0
6045,2021-01-01,0.939005008807007,0.965821920559057,149,150,150,0.0268169117520496,0,0
6045,2021-02-01,0.909045400561122,0.936684204184905,50,51,51,0.0276388036237829,0,0
6045,2021-03-01,0.738351511535172,0.823077805763856,29,31,34,0.0847262942286838,0.00733764408209164,0.0382941368844416
6045,2021-04-01,0.87119964657215,0.87119964657215,20,20,20,0,0,0
6045,2021-05-01,0.928701955901842,0.92959556608699,21,22,22,0.000893610185147997,0,0
6045,2021-06-01,0.660408048516004,0.910337764568857,12,17,17,0.249929716052853,0,0
6047,2020-06-01,0.705674030472078,0.809815176860099,43,51,57,0.104141146388021,0.0288707337855572,0.0562721879942651
6047,2020-07-01,0.911481504406355,0.911481504406355,58,58,60,0,0.0179272971689512,0.00180885652791134
6047,2020-08-01,0.848177950485958,0.866170643098104,68,70,74,0.0179926926121458,0.0523006823281586,0.0161991879226389
6047,2020-09-01,0.808653399538135,0.881210789027795,46,50,50,0.0725573894896603,0,0.00021065164628841
6047,2020-10-01,0.787284883454686,0.906191326647432,31,35,36,0.118906443192746,0,0.0181572560333379
6047,2020-11-01,0.901567675657521,0.901567675657521,46,46,47,0,0.0242096747111172,0
6047,2020-12-01,0.885060329443444,0.922897572272485,90,93,94,0.0378372428290403,0.00682720677225414,0
6047,2021-01-01,0.883560651613103,0.904709663760416,85,88,91,0.0211490121473127,0.0337617379889072,0
6047,2021-02-01,0.904949005292457,0.905013116663067,56,56,58,6.41113706095157e-05,0.0214145061788968,0
6047,2021-03-01,0.851237196806641,0.883326973078311,54,56,58,0.0320897762716693,0,0.0335572143100649
6047,2021-04-01,0.844587555138454,0.936029936084887,43,47,47,0.0914423809464335,0.000307472899861964,0
6047,2021-05-01,0.794944251456133,0.839115568377828,37,41,43,0.0441713169216946,0.0480285753537573,0.0356474485200958
6047,2021-06-01,0.748470768036641,0.859913449649676,39,45,48,0.111442681613035,0,0.0477112240692402
6049,2020-06-01,0.382054848966613,0.728934817170111,3,4,4,0.346879968203497,0,0
6049,2020-07-01,0.363771860095389,0.363771860095389,2,2,3,0,0.346879968203497,0
6049,2020-08-01,0.348900370959194,0.359830418653947,2,3,6,0.0109300476947535,0.231253312135665,0.249536301006889
6049,2020-09-01,0.580153683094859,0.580153683094859,3,3,4,0,0,0.231253312135665
6049,2020-10-01,0,0.0143084260731319,0,0,1,0.0143084260731319,0,0.00019872813990461
6049,2020-11-01,0.825715421303656,0.825715421303656,2,2,2,0,0,0
6049,2020-12-01,0.594462109167991,0.594462109167991,3,3,4,0,0,0.231253312135665
6049,2021-01-01,0.811406995230524,0.82849761526232,2,3,3,0.0170906200317965,0,0
6049,2021-02-01,0.811406995230524,0.811406995230524,2,2,2,0,0,0
6049,2021-03-01,0.0182829888712241,0.712042925278219,1,2,2,0.693759936406995,0,0
6049,2021-04-01,0.6939586645469,0.6939586645469,3,3,3,0,0,0
6049,2021-05-01,0.354034181240063,0.354034181240063,1,1,2,0,0,0.354034181240063
6049,2021-06-01,0.0143084260731319,0.478835453100158,0,2,4,0.464527027027026,0.346879968203497,0.0168918918918918
6051,2020-06-01,0.774532010726652,0.792965190450155,4,4,4,0.0184331797235023,0,0
6051,2020-07-01,0.769698074236073,0.784034991798797,6,6,6,0.014336917562724,0,0
6051,2020-08-01,0.143126177024482,0.157463094587206,2,2,2,0.014336917562724,0,0
6051,2020-09-01,0.131656642974303,0.157463094587206,1,1,1,0.0258064516129032,0,0
6051,2020-10-01,0.755604155276107,0.755604155276107,4,4,5,0,0,0.0136686714051394
6051,2020-11-01,0.442318206670312,0.755604155276107,2,3,3,0.313285948605796,0,0
6051,2020-12-01,0.763987607071259,0.763987607071259,8,8,8,0,0,0
6051,2021-01-01,0.755604155276107,0.755604155276107,4,4,5,0,0,0.0284308365226899
6051,2021-02-01,0.129032258064516,0.129032258064516,0,0,0,0,0,0
6051,2021-03-01,0.91215600510297,0.91215600510297,5,5,5,0,0,0
6051,2021-04-01,0.91215600510297,0.91215600510297,6,6,6,0,0,0
6051,2021-05-01,0.755604155276107,0.755604155276107,2,2,2,0,0,0
6051,2021-06-01,0,0.313285948605796,0,1,2,0.313285948605796,0,0.313285948605796
6053,2020-06-01,0.825115877288984,0.852530405591945,176,183,187,0.0274145283029604,0.0197932976903517,0.00119283187810729
6053,2020-07-01,0.847763184292902,0.847768131236927,190,190,196,4.94694402532835e-06,0.00981003734942737,0.0117483049845957
6053,2020-08-01,0.908075061630677,0.936599965371391,149,153,153,0.0285249037407141,0,0
6053,2020-09-01,0.845395658709659,0.867075614039426,110,114,114,0.021679955329767,0,0
6053,2020-10-01,0.793514184432115,0.833289027808333,93,97,99,0.0397748433762186,0.0246159934700339,0.000909196238760347
6053,2020-11-01,0.868622572156049,0.907506953829271,127,131,135,0.0388843816732213,0,0.0214054605267596
6053,2020-12-01,0.897158110840185,0.900493835196464,193,194,199,0.0033357243562789,0.00411689889097326,0.0163074187236624
6053,2021-01-01,0.878577025236991,0.889739213600797,129,131,133,0.0111621883638063,0.00814761680971578,0.00242730053509444
6053,2021-02-01,0.925332043005432,0.931828308062693,128,129,132,0.00649626505726088,0.00537699835926356,0.0134241922052652
6053,2021-03-01,0.902486372028628,0.910445920402235,145,147,148,0.00795954837360757,0.00704894714333698,0
6053,2021-04-01,0.88715751105624,0.909082696772763,126,130,131,0.0219251857165236,0.00340091647515182,0
6053,2021-05-01,0.835248688584165,0.885869989418431,94,98,102,0.0506213008342667,0.006214122764124,0.0296354455606477
6053,2021-06-01,0.743406671778508,0.773276649599709,59,62,66,0.0298699778212009,6.59592536710447e-06,0.0594506830905207
6055,2020-06-01,0.880239216367662,0.917592372492344,84,89,93,0.0373531561246832,0.0262526621311392,0.0196486161484223
6055,2020-07-01,0.933117147004627,0.943222031412603,101,102,104,0.0101048844079761,0.00811528941280587,0.00811528941280587
6055,2020-08-01,0.872994437223663,0.872996048805132,59,59,60,1.61158146906932e-06,0.0131263310655696,2.46773412451239e-06
6055,2020-09-01,0.950539490326616,0.950539490326616,56,56,57,0,0.00891311991159937,0
6055,2020-10-01,0.865568508193951,0.933763464427427,37,40,41,0.0681949562334762,0.00978342762427911,1.82645899827856e-06
6055,2020-11-01,0.913908840416695,0.94115047637602,45,47,48,0.0272416359593247,0,0.0223157775109118
6055,2020-12-01,0.959400074453292,0.959452610238215,58,58,58,5.25357849230125e-05,0,0
6055,2021-01-01,0.952293398314685,0.952293905664406,79,79,80,5.07349721744044e-07,0.0111573814057342,1.26837430436011e-06
6055,2021-02-01,0.998846715673881,0.998846715673881,56,56,56,0,1.24531295337175e-06,1.36984424870892e-06
6055,2021-03-01,0.909746192172177,0.918217993928317,60,60,63,0.00847180175614032,3.28762619690141e-05,0.0452016852541583
6055,2021-04-01,0.886901549293844,0.893425204220946,56,57,57,0.00652365492710145,0,9.1322949913928e-07
6055,2021-05-01,0.813111697551636,0.916151833536526,34,37,37,0.10304013598489,0,0
6055,2021-06-01,0.75043179191833,0.887780076072016,31,36,37,0.137348284153686,7.30583599311424e-05,0.0249425806952416
6057,2020-06-01,0.754629935486373,0.820165462171161,57,64,67,0.065535526684788,0.0148966341308917,0.0207439559279413
6057,2020-07-01,0.828068288951935,0.872469064435892,60,62,65,0.0444007754839576,0,0.0461627054526768
6057,2020-08-01,0.85085370418358,0.908611902910941,50,52,52,0.0577581987273615,0,0
6057,2020-09-01,0.893997677387154,0.919787317766066,72,74,75,0.0257896403789121,0.0113707254805985,0.00423109038035184
6057,2020-10-01,0.783623419999422,0.828228383864556,21,23,24,0.0446049638651347,0,0.027548875644237
6057,2020-11-01,0.945869684143846,0.945869684143846,41,41,42,0,0.00735654026662059,0
6057,2020-12-01,0.881005441824304,0.908554317468541,37,38,38,0.027548875644237,0,0
6057,2021-01-01,0.915896461374562,0.915896461374562,51,51,51,0,0,0
6057,2021-02-01,0.847558377242231,0.879847974432061,40,42,42,0.0322895971898303,0,0
6057,2021-03-01,0.81879660821744,0.863105007054214,41,43,43,0.0443083988367739,0,0
6057,2021-04-01,0.87597823270277,0.940010365379629,28,31,31,0.0640321326768591,0,0
6057,2021-05-01,0.807100764926624,0.829842215887821,26,27,29,0.022741450961197,0.0722949238432523,0.0324889867841409
6057,2021-06-01,0.485001151708846,0.658851602314933,16,22,30,0.173850450606086,0.179065532233451,0.0706227865595576
6059,2020-06-01,0.871795601183632,0.92412595349224,1646,1744,1813,0.0523303523086073,0.0127596068577984,0.0215472230051047
6059,2020-07-01,0.911110746103964,0.942144246938438,1535,1584,1617,0.0310335008344741,0.00687155540942461,0.0130179395387479
6059,2020-08-01,0.901571219123546,0.936144804700713,1222,1263,1286,0.0345735855771678,0.00730099629533059,0.00913465909089008
6059,2020-09-01,0.898805447971412,0.936558087537614,996,1039,1063,0.0377526395662012,0.0115944109486438,0.00757156913362906
6059,2020-10-01,0.899959085461607,0.926860359613094,789,815,832,0.0269012741514867,0.0126049993502936,0.0102641437830973
6059,2020-11-01,0.899702251921433,0.93626071384653,780,810,821,0.0365584619250973,0.0064625185914058,0.00604188583697622
6059,2020-12-01,0.890301387176148,0.91533930134864,908,938,957,0.0250379141724927,0.00804772402572113,0.00798990739299651
6059,2021-01-01,0.907852414286367,0.931198348275884,1210,1239,1255,0.0233459339895169,0.00475528615762269,0.00805421675863083
6059,2021-02-01,0.914470176452865,0.937459036462688,962,983,1002,0.022988860009823,0.00365128721503152,0.013883479624596
6059,2021-03-01,0.886485807440262,0.922566551474584,951,987,1017,0.0360807440343224,0.0133992541236687,0.0137466826021563
6059,2021-04-01,0.878286075734151,0.911902087736464,783,815,847,0.0336160120023129,0.0159308890806923,0.0220598655716552
6059,2021-05-01,0.815800030869948,0.886952779084144,616,666,705,0.0711527482141964,0.0227354156200855,0.0321635732091918
6059,2021-06-01,0.729807881621257,0.833072337291438,507,580,658,0.103264455670181,0.0408047419402268,0.0694236474255655
6061,2020-06-01,0.708639319740572,0.848562263926025,202,238,273,0.139922944185453,0.056147352265785,0.0552301413903814
6061,2020-07-01,0.872702770384899,0.911904262892106,203,209,219,0.0392014925072069,0.0230123407923015,0.0216345178961813
6061,2020-08-01,0.889534162600803,0.934498084139322,168,177,185,0.0449639215385198,0.0210252418333053,0.020297645919069
6061,2020-09-01,0.848895496431662,0.911331136946423,174,186,197,0.0624356405147617,0.0169498843369177,0.0439630570511083
6061,2020-10-01,0.826698629400003,0.851668969448928,84,86,95,0.0249703400489255,0.0201606142667046,0.0517668113935304
6061,2020-11-01,0.8802533288057,0.920169756148453,143,149,152,0.0399164273427534,0.0113091195838585,0.00472112137141604
6061,2020-12-01,0.909170781156848,0.92875241410694,117,120,122,0.0195816329500916,0,0.0173335182265348
6061,2021-01-01,0.901742390731494,0.925706779234193,156,160,163,0.0239643885026989,6.89588115914243e-07,0.018124199960242
6061,2021-02-01,0.868078441342662,0.903708328135133,152,157,160,0.0356298867924708,0.00762684456201156,0.00974629455327942
6061,2021-03-01,0.869864791773566,0.909484291368985,126,132,137,0.0396194995954188,0.0113011127170059,0.0147243153137062
6061,2021-04-01,0.823204797849428,0.859334997142692,122,128,138,0.036130199293264,0.0342522822876457,0.0525083071367597
6061,2021-05-01,0.704164065174958,0.807286382022941,88,100,110,0.103122316847982,0.0330857691100591,0.0610822591622732
6061,2021-06-01,0.556283441584387,0.696940168667261,55,69,88,0.140656727082874,0.07641293731667,0.141274506089651
6063,2020-06-01,0.159813330985295,0.321651844677291,5,8,9,0.161838513691996,0,0.21748701241525
6063,2020-07-01,0.902703178656333,0.902703178656333,12,12,12,0,0,0
6063,2020-08-01,0.220357488773443,0.220375099057849,2,2,3,1.76102844060931e-05,0.0181385929382759,1.76102844060931e-05
6063,2020-09-01,0.437879721757505,0.437967773179536,5,5,5,8.80514220304657e-05,0,0
6063,2020-10-01,0.838601743418154,0.847759091309323,8,9,10,0.00915734789116844,0,0.0341639517478207
6063,2020-11-01,0.586862727833053,0.586862727833053,3,3,3,0,0,0
6063,2020-12-01,0.577529277097824,0.577529277097824,8,8,8,0,0,0
6063,2021-01-01,0.657215814035395,0.657215814035395,8,8,8,0,0,0
6063,2021-02-01,0.743594259047282,0.743682310469313,8,8,9,8.80514220304657e-05,0,0.199348419476974
6063,2021-03-01,0.304657920225411,0.304657920225411,6,6,6,0,0,0
6063,2021-04-01,0.586950779255083,0.586950779255083,5,5,5,0,0,0
6063,2021-05-01,0.294532006691907,0.294532006691907,4,4,5,0,0.0702650347803117,0
6063,2021-06-01,0.419682427871209,0.419682427871209,3,3,3,0,0,5.87009480203105e-05
6065,2020-06-01,0.833879441212199,0.882321478211272,761,809,864,0.0484420369990729,0.0136478062821377,0.0469005046811517
6065,2020-07-01,0.871251173818737,0.910814768564694,885,924,949,0.0395635947459564,0.0105051839294787,0.0130871853138792
6065,2020-08-01,0.887757360108858,0.935538050307201,797,839,853,0.0477806901983432,0.00854537718775292,0.00679034810085973
6065,2020-09-01,0.892510090567083,0.92657758230009,663,688,701,0.0340674917330067,0.00405955336809696,0.0136190296474919
6065,2020-10-01,0.893497516069814,0.926169349602273,727,767,791,0.0326718335324595,0.0119263108234231,0.0199846285898422
6065,2020-11-01,0.903235995705016,0.931336133020884,618,641,650,0.0281001373158673,0.00876892272506942,0.00478248168572885
6065,2020-12-01,0.914525144091652,0.94083214884927,749,767,781,0.0263070047576183,0.0170851305074505,0.00713830309585109
6065,2021-01-01,0.914867148794504,0.939342052556274,1057,1084,1099,0.0244749037617694,0.00855490718598794,0.00529562196568776
6065,2021-02-01,0.905477721958239,0.921176528300731,698,712,732,0.0156988063424916,0.0145798736636218,0.0127428859724737
6065,2021-03-01,0.884538845567591,0.91075478447522,698,719,739,0.0262159389076287,0.0116184546519362,0.020279486390185
6065,2021-04-01,0.8773824222278,0.914212987809523,605,633,651,0.0368305655817227,0.0102708684306564,0.0150450401232473
6065,2021-05-01,0.819149513347258,0.881539255018651,422,454,487,0.062389741671393,0.0217457696395207,0.0441582013985247
6065,2021-06-01,0.72143120498987,0.812778115986256,354,400,454,0.091346910996386,0.0341273099039612,0.0833661773702655
6067,2020-06-01,0.784160360851039,0.876378229917814,588,655,729,0.0922178690667752,0.0390493468096263,0.0547971230656604
6067,2020-07-01,0.895207646838684,0.942586409220505,627,656,681,0.0473787623818208,0.0127839180313836,0.0264969699580923
6067,2020-08-01,0.915230368133727,0.946128371102192,606,627,641,0.0308980029684644,0.0102268408451573,0.0120960847677289
6067,2020-09-01,0.913675396366794,0.950018551354549,504,524,537,0.036343154987755,0.0141338102367711,0.0111822135824091
6067,2020-10-01,0.899594348359452,0.933676530763003,377,394,406,0.0340821824035515,0.0139146923728283,0.0197437919518397
6067,2020-11-01,0.914513201916572,0.950120176173276,480,497,506,0.0356069742567045,0.0112445302887622,0.00897272127865719
6067,2020-12-01,0.913920759166038,0.94354451727769,457,469,480,0.0296237581116519,0.00927069988087425,0.0141637425824339
6067,2021-01-01,0.940838351361001,0.966198328308117,926,947,955,0.0253599769471155,0.00745776657044639,0.00652028311748899
6067,2021-02-01,0.918067834541861,0.952339233526663,527,546,557,0.0342713989848018,0.00510602539138439,0.0152814514192407
6067,2021-03-01,0.915812513544884,0.938494395910609,536,549,564,0.0226818823657248,0.0065788501018208,0.0290048249649326
6067,2021-04-01,0.885786170505727,0.930594184953042,415,436,450,0.0448080144473157,0.0117342428815934,0.0288420869334102
6067,2021-05-01,0.910100230359551,0.94379468816792,370,384,399,0.0336944578083694,0.00502093097482248,0.0341088462587104
6067,2021-06-01,0.768268519726627,0.881796768623131,287,328,358,0.113528248896505,0.0167884355272572,0.0761651103193412
6069,2020-06-01,0.754461948828126,0.754461948828126,18,18,21,0,0.0467793400731026,0.0935586801462053
6069,2020-07-01,0.94093195359929,0.97707962547396,27,28,29,0.0361476718746702,3.86907064923005e-05,0.0191673759962857
6069,2020-08-01,0.946966648611003,0.98672908767314,24,25,25,0.0397624390621373,0,0
6069,2020-09-01,0.91019887023137,0.91019887023137,10,10,10,0,0,0
6069,2020-10-01,0.818076298073202,0.818076298073202,12,12,12,0,0,0
6069,2020-11-01,0.91019887023137,0.91019887023137,19,19,19,0,0,0
6069,2020-12-01,0.870436431169233,0.91019887023137,21,22,22,0.0397624390621373,0,0
6069,2021-01-01,0.842654817389786,0.842654817389786,13,13,15,0,0,0.0675440528415843
6069,2021-02-01,0.98672908767314,0.996247001470246,16,17,17,0.00951791379710593,0,0
6069,2021-03-01,0.91019887023137,0.91019887023137,15,15,15,0,0,0
6069,2021-04-01,0.870009068558574,0.906732997470849,22,23,25,0.0367239289122752,0,0.0837103980255521
6069,2021-05-01,0.795248781242745,0.795248781242745,13,13,13,0,0,0
6069,2021-06-01,0.53016585416183,0.728978049472516,8,11,12,0.198812195310686,0,0.0662707317702287
6071,2020-06-01,0.841285692812312,0.90368625068259,746,807,857,0.0624005578702777,0.0267158450679121,0.029628116437682
6071,2020-07-01,0.900485402896077,0.937904472731239,822,854,880,0.0374190698351624,0.0104036349913978,0.0178616048934041
6071,2020-08-01,0.893505322322166,0.931041476181898,594,618,635,0.0375361538597318,0.00961609500929664,0.0167274010343416
